round,loss,accuracy,alpha0,method,repetition
34,1.48241,0.58625,0.5,fedasync,3
35,2.33374,0.42,0.5,fedasync,3
36,2.91361,0.35375,0.5,fedasync,3
37,3.3017,0.31125,0.5,fedasync,3
38,1.65071,0.5275,0.5,fedasync,3
39,1.56006,0.5725,0.5,fedasync,3
40,1.39631,0.62125,0.5,fedasync,3
41,1.92651,0.57625,0.5,fedasync,3
42,2.79484,0.4775,0.5,fedasync,3
43,3.42888,0.42875,0.5,fedasync,3
44,3.85022,0.4,0.5,fedasync,3
45,1.54108,0.60625,0.5,fedasync,3
46,2.30126,0.52,0.5,fedasync,3
47,1.3459,0.595,0.5,fedasync,3
48,1.63148,0.58375,0.5,fedasync,3
49,1.67269,0.54625,0.5,fedasync,3
50,1.87118,0.5725,0.5,fedasync,3
51,1.86192,0.5275,0.5,fedasync,3
52,1.07514,0.68,0.5,fedasync,3
53,1.65759,0.545,0.5,fedasync,3
54,2.29881,0.45625,0.5,fedasync,3
55,2.75669,0.4125,0.5,fedasync,3
56,1.61799,0.55375,0.5,fedasync,3
57,1.3064,0.615,0.5,fedasync,3
58,1.03312,0.70625,0.5,fedasync,3
59,1.11534,0.6675,0.5,fedasync,3
60,1.09768,0.68625,0.5,fedasync,3
61,1.27128,0.68375,0.5,fedasync,3
62,1.1487,0.6525,0.5,fedasync,3
63,1.29697,0.67375,0.5,fedasync,3
64,1.93896,0.57125,0.5,fedasync,3
65,1.2287,0.6625,0.5,fedasync,3
66,1.36432,0.6475,0.5,fedasync,3
67,1.38382,0.6775,0.5,fedasync,3
68,1.01597,0.7075,0.5,fedasync,3
69,1.36464,0.6475,0.5,fedasync,3
70,2.35208,0.54125,0.5,fedasync,3
71,1.29699,0.65875,0.5,fedasync,3
72,1.94304,0.57125,0.5,fedasync,3
73,1.06524,0.68,0.5,fedasync,3
74,1.29583,0.665,0.5,fedasync,3
75,1.20189,0.6975,0.5,fedasync,3
76,1.62359,0.6475,0.5,fedasync,3
77,1.08307,0.7,0.5,fedasync,3
78,1.02374,0.70875,0.5,fedasync,3
79,1.11974,0.69375,0.5,fedasync,3
80,1.11309,0.69875,0.5,fedasync,3
81,1.31825,0.7,0.5,fedasync,3
82,1.05197,0.735,0.5,fedasync,3
83,1.19381,0.695,0.5,fedasync,3
84,1.42839,0.665,0.5,fedasync,3
85,1.38264,0.6925,0.5,fedasync,3
86,1.26087,0.69375,0.5,fedasync,3
87,1.70625,0.63875,0.5,fedasync,3
88,2.43606,0.55125,0.5,fedasync,3
89,1.15043,0.72,0.5,fedasync,3
90,1.73852,0.63125,0.5,fedasync,3
91,1.17267,0.71375,0.5,fedasync,3
92,1.2865,0.6875,0.5,fedasync,3
93,1.37136,0.68625,0.5,fedasync,3
94,1.35762,0.68125,0.5,fedasync,3
95,1.36635,0.68625,0.5,fedasync,3
96,1.3062,0.7375,0.5,fedasync,3
97,1.43857,0.70375,0.5,fedasync,3
98,1.56375,0.7075,0.5,fedasync,3
99,1.88168,0.63625,0.5,fedasync,3
100,1.48873,0.69375,0.5,fedasync,3
101,1.35243,0.71625,0.5,fedasync,3
102,2.07066,0.60875,0.5,fedasync,3
103,0.85983,0.73125,0.5,fedasync,3
104,1.05467,0.64375,0.5,fedasync,3
105,1.06745,0.6425,0.5,fedasync,3
106,0.97388,0.6875,0.5,fedasync,3
107,0.98015,0.6975,0.5,fedasync,3
108,0.88517,0.7375,0.5,fedasync,3
109,0.95583,0.72875,0.5,fedasync,3
110,1.46612,0.64375,0.5,fedasync,3
111,1.20988,0.675,0.5,fedasync,3
112,0.9235,0.7425,0.5,fedasync,3
113,1.58262,0.64,0.5,fedasync,3
114,1.13449,0.715,0.5,fedasync,3
115,1.74738,0.63125,0.5,fedasync,3
116,1.21636,0.72,0.5,fedasync,3
117,1.50428,0.69625,0.5,fedasync,3
118,1.57516,0.66375,0.5,fedasync,3
119,2.04632,0.61625,0.5,fedasync,3
120,1.2888,0.70375,0.5,fedasync,3
121,0.86259,0.76,0.5,fedasync,3
122,1.00977,0.74125,0.5,fedasync,3
123,0.9485,0.7525,0.5,fedasync,3
124,1.25475,0.7075,0.5,fedasync,3
125,0.99085,0.745,0.5,fedasync,3
126,1.0369,0.725,0.5,fedasync,3
127,1.01953,0.74125,0.5,fedasync,3
128,1.13526,0.71625,0.5,fedasync,3
129,1.04605,0.73625,0.5,fedasync,3
130,1.1805,0.705,0.5,fedasync,3
131,1.25789,0.69,0.5,fedasync,3
132,1.6679,0.62875,0.5,fedasync,3
133,1.43255,0.67625,0.5,fedasync,3
134,1.9409,0.60625,0.5,fedasync,3
135,0.95528,0.755,0.5,fedasync,3
136,0.77853,0.79125,0.5,fedasync,3
137,1.13013,0.715,0.5,fedasync,3
138,0.95184,0.725,0.5,fedasync,3
139,1.32107,0.68625,0.5,fedasync,3
140,1.01462,0.74,0.5,fedasync,3
141,1.33933,0.70375,0.5,fedasync,3
142,0.97108,0.76125,0.5,fedasync,3
143,0.85433,0.7775,0.5,fedasync,3
144,0.95574,0.75,0.5,fedasync,3
145,0.91422,0.7675,0.5,fedasync,3
146,0.92771,0.75,0.5,fedasync,3
147,1.00193,0.74625,0.5,fedasync,3
148,0.97651,0.74125,0.5,fedasync,3
149,0.7518,0.79875,0.5,fedasync,3
150,0.86444,0.77875,0.5,fedasync,3
1,3.78597,0.25875,0.9,fedasync,3
2,3.77495,0.23,0.9,fedasync,3
3,3.87353,0.29125,0.9,fedasync,3
4,3.1906,0.43125,0.9,fedasync,3
5,3.27777,0.40125,0.9,fedasync,3
6,2.8658,0.3775,0.9,fedasync,3
7,3.69258,0.34625,0.9,fedasync,3
8,2.4444,0.2925,0.9,fedasync,3
9,2.4149,0.25375,0.9,fedasync,3
10,2.79807,0.4625,0.9,fedasync,3
11,3.67346,0.43875,0.9,fedasync,3
12,2.4804,0.3225,0.9,fedasync,3
13,3.12345,0.38125,0.9,fedasync,3
14,3.08325,0.2625,0.9,fedasync,3
15,4.0486,0.25375,0.9,fedasync,3
16,3.2255,0.37875,0.9,fedasync,3
17,2.68062,0.31125,0.9,fedasync,3
18,3.18292,0.4025,0.9,fedasync,3
19,3.20465,0.40375,0.9,fedasync,3
20,3.56743,0.46875,0.9,fedasync,3
21,3.57494,0.45,0.9,fedasync,3
22,4.33519,0.3775,0.9,fedasync,3
23,3.79739,0.4325,0.9,fedasync,3
24,4.87879,0.315,0.9,fedasync,3
25,2.89035,0.52625,0.9,fedasync,3
26,4.01111,0.42625,0.9,fedasync,3
27,5.07145,0.395,0.9,fedasync,3
28,5.36587,0.35875,0.9,fedasync,3
29,6.17175,0.34125,0.9,fedasync,3
30,3.6941,0.46875,0.9,fedasync,3
31,2.8949,0.495,0.9,fedasync,3
32,4.32143,0.37125,0.9,fedasync,3
33,3.027,0.5075,0.9,fedasync,3
34,2.27537,0.3875,0.9,fedasync,3
35,2.9769,0.39125,0.9,fedasync,3
36,3.63025,0.36125,0.9,fedasync,3
37,4.18798,0.34375,0.9,fedasync,3
38,3.39106,0.3775,0.9,fedasync,3
39,4.68169,0.37625,0.9,fedasync,3
40,3.32225,0.445,0.9,fedasync,3
41,4.25849,0.39625,0.9,fedasync,3
42,4.98136,0.41,0.9,fedasync,3
43,5.43406,0.4,0.9,fedasync,3
44,5.6734,0.3975,0.9,fedasync,3
45,3.0029,0.52875,0.9,fedasync,3
46,3.79744,0.5025,0.9,fedasync,3
47,2.33496,0.41,0.9,fedasync,3
48,3.46555,0.4575,0.9,fedasync,3
49,2.48258,0.42375,0.9,fedasync,3
50,3.37922,0.46125,0.9,fedasync,3
51,2.45976,0.415,0.9,fedasync,3
52,3.10385,0.47875,0.9,fedasync,3
53,2.429,0.44875,0.9,fedasync,3
54,2.79712,0.42375,0.9,fedasync,3
55,2.99175,0.4175,0.9,fedasync,3
56,3.16402,0.4425,0.9,fedasync,3
57,3.74157,0.45,0.9,fedasync,3
58,3.11671,0.52,0.9,fedasync,3
59,2.26549,0.54,0.9,fedasync,3
60,3.08741,0.49375,0.9,fedasync,3
61,3.36179,0.57875,0.9,fedasync,3
62,2.62882,0.545,0.9,fedasync,3
63,2.47681,0.52875,0.9,fedasync,3
64,3.38915,0.4725,0.9,fedasync,3
65,2.93551,0.53625,0.9,fedasync,3
66,2.6658,0.5525,0.9,fedasync,3
67,2.8096,0.625,0.9,fedasync,3
68,2.6335,0.5575,0.9,fedasync,3
69,3.0636,0.52125,0.9,fedasync,3
70,3.1903,0.50375,0.9,fedasync,3
71,2.77178,0.55375,0.9,fedasync,3
72,2.96718,0.5475,0.9,fedasync,3
73,1.82683,0.555,0.9,fedasync,3
74,2.89722,0.52375,0.9,fedasync,3
75,2.6964,0.60875,0.9,fedasync,3
76,2.88803,0.60625,0.9,fedasync,3
77,2.4355,0.58,0.9,fedasync,3
78,1.83153,0.58625,0.9,fedasync,3
79,2.64856,0.55,0.9,fedasync,3
80,3.17459,0.545,0.9,fedasync,3
81,2.95804,0.59625,0.9,fedasync,3
82,2.27207,0.62875,0.9,fedasync,3
83,2.34474,0.62625,0.9,fedasync,3
84,2.63227,0.58125,0.9,fedasync,3
85,2.37125,0.65625,0.9,fedasync,3
86,2.19404,0.64625,0.9,fedasync,3
87,2.70757,0.58875,0.9,fedasync,3
88,3.0652,0.57,0.9,fedasync,3
89,2.6314,0.59125,0.9,fedasync,3
90,2.88255,0.56625,0.9,fedasync,3
91,2.50257,0.6225,0.9,fedasync,3
92,2.59916,0.6125,0.9,fedasync,3
93,2.57844,0.58625,0.9,fedasync,3
94,2.67525,0.59875,0.9,fedasync,3
95,2.83892,0.575,0.9,fedasync,3
96,2.10026,0.71875,0.9,fedasync,3
97,2.6232,0.61875,0.9,fedasync,3
98,2.33454,0.68875,0.9,fedasync,3
99,2.66552,0.60875,0.9,fedasync,3
100,2.42879,0.63375,0.9,fedasync,3
101,2.95733,0.5975,0.9,fedasync,3
102,3.10235,0.58125,0.9,fedasync,3
103,1.65517,0.61375,0.9,fedasync,3
104,2.0215,0.57125,0.9,fedasync,3
105,2.75785,0.5425,0.9,fedasync,3
106,2.69318,0.57625,0.9,fedasync,3
107,2.26239,0.6425,0.9,fedasync,3
108,2.24955,0.635,0.9,fedasync,3
109,1.83598,0.69,0.9,fedasync,3
110,2.25045,0.64125,0.9,fedasync,3
111,1.91207,0.6775,0.9,fedasync,3
112,3.09291,0.58,0.9,fedasync,3
113,3.12248,0.57375,0.9,fedasync,3
114,2.19359,0.67875,0.9,fedasync,3
115,2.83081,0.605,0.9,fedasync,3
116,1.90255,0.72625,0.9,fedasync,3
117,2.1681,0.7225,0.9,fedasync,3
118,2.53154,0.6425,0.9,fedasync,3
119,2.66778,0.6275,0.9,fedasync,3
120,2.03574,0.7075,0.9,fedasync,3
121,1.49094,0.64125,0.9,fedasync,3
122,2.2621,0.625,0.9,fedasync,3
123,1.98807,0.69375,0.9,fedasync,3
124,2.16203,0.64625,0.9,fedasync,3
125,1.74878,0.71375,0.9,fedasync,3
126,1.61636,0.63125,0.9,fedasync,3
127,2.24848,0.6225,0.9,fedasync,3
128,2.23755,0.63125,0.9,fedasync,3
129,2.14123,0.66125,0.9,fedasync,3
130,1.58296,0.65,0.9,fedasync,3
131,1.87999,0.66875,0.9,fedasync,3
132,2.17202,0.64625,0.9,fedasync,3
133,1.59928,0.64875,0.9,fedasync,3
134,1.8026,0.62375,0.9,fedasync,3
135,2.16013,0.6325,0.9,fedasync,3
136,1.73549,0.67625,0.9,fedasync,3
137,2.07558,0.6525,0.9,fedasync,3
138,1.57001,0.66875,0.9,fedasync,3
139,1.90478,0.655,0.9,fedasync,3
140,1.67411,0.72625,0.9,fedasync,3
141,1.76458,0.71875,0.9,fedasync,3
142,1.86797,0.685,0.9,fedasync,3
143,1.69261,0.7225,0.9,fedasync,3
144,1.78308,0.71,0.9,fedasync,3
145,1.41305,0.70625,0.9,fedasync,3
146,1.44126,0.7325,0.9,fedasync,3
147,2.11066,0.66625,0.9,fedasync,3
148,1.45527,0.69,0.9,fedasync,3
149,1.85641,0.655,0.9,fedasync,3
150,1.73389,0.7,0.9,fedasync,3
1,3.75131,0.21625,,afl,4
2,2.60345,0.31625,,afl,4
3,2.06502,0.38875,,afl,4
4,2.28032,0.35625,,afl,4
5,2.31788,0.38125,,afl,4
6,2.36843,0.42,,afl,4
7,2.48611,0.40125,,afl,4
8,2.1379,0.405,,afl,4
9,2.04521,0.41125,,afl,4
10,2.14019,0.39625,,afl,4
11,1.98354,0.405,,afl,4
12,1.85358,0.4075,,afl,4
13,1.74286,0.4125,,afl,4
14,1.66249,0.4625,,afl,4
15,1.60429,0.515,,afl,4
16,1.64823,0.495,,afl,4
17,1.63277,0.49875,,afl,4
18,1.6196,0.49875,,afl,4
19,1.6142,0.5075,,afl,4
20,1.61531,0.4975,,afl,4
21,1.57615,0.53625,,afl,4
22,1.51951,0.5375,,afl,4
23,1.51282,0.54875,,afl,4
24,1.51385,0.5525,,afl,4
25,1.4638,0.55125,,afl,4
26,1.4193,0.55375,,afl,4
27,1.41589,0.55625,,afl,4
28,1.41688,0.55375,,afl,4
29,1.43411,0.55125,,afl,4
30,1.39609,0.5575,,afl,4
31,1.37589,0.57,,afl,4
32,1.39244,0.5625,,afl,4
33,1.40971,0.55875,,afl,4
34,1.42783,0.5525,,afl,4
35,1.42418,0.5525,,afl,4
36,1.38822,0.5575,,afl,4
37,1.37101,0.57125,,afl,4
38,1.35728,0.5825,,afl,4
39,1.35742,0.58875,,afl,4
40,1.35415,0.59,,afl,4
41,1.35527,0.5875,,afl,4
42,1.34504,0.59125,,afl,4
43,1.33722,0.5975,,afl,4
44,1.33204,0.5975,,afl,4
45,1.30521,0.59625,,afl,4
46,1.31656,0.5975,,afl,4
47,1.32836,0.59,,afl,4
48,1.32236,0.5975,,afl,4
49,1.29761,0.59625,,afl,4
50,1.30973,0.59125,,afl,4
51,1.30628,0.595,,afl,4
52,1.30589,0.595,,afl,4
53,1.30466,0.5975,,afl,4
54,1.30439,0.59375,,afl,4
55,1.3053,0.59375,,afl,4
56,1.28348,0.595,,afl,4
57,1.26301,0.59625,,afl,4
58,1.24353,0.595,,afl,4
59,1.24501,0.5975,,afl,4
60,1.24749,0.59625,,afl,4
61,1.24174,0.59875,,afl,4
62,1.23727,0.60125,,afl,4
63,1.24569,0.5975,,afl,4
64,1.24094,0.6025,,afl,4
65,1.22298,0.6025,,afl,4
66,1.21902,0.6075,,afl,4
67,1.20159,0.6075,,afl,4
68,1.1986,0.6075,,afl,4
69,1.19661,0.60125,,afl,4
70,1.19892,0.6,,afl,4
71,1.19504,0.6025,,afl,4
72,1.19726,0.59875,,afl,4
73,1.20423,0.6,,afl,4
74,1.20273,0.5975,,afl,4
75,1.18654,0.605,,afl,4
76,1.18569,0.6025,,afl,4
77,1.19215,0.60125,,afl,4
78,1.19885,0.6025,,afl,4
79,1.18339,0.6075,,afl,4
80,1.18268,0.60375,,afl,4
81,1.18914,0.60625,,afl,4
82,1.18887,0.6025,,afl,4
83,1.18917,0.60375,,afl,4
84,1.19009,0.605,,afl,4
85,1.19185,0.6,,afl,4
86,1.19751,0.60125,,afl,4
87,1.1827,0.6075,,afl,4
88,1.18467,0.6075,,afl,4
89,1.18032,0.6025,,afl,4
90,1.18118,0.60375,,afl,4
91,1.18661,0.60375,,afl,4
92,1.1823,0.605,,afl,4
93,1.18795,0.605,,afl,4
94,1.18869,0.6025,,afl,4
95,1.19429,0.60375,,afl,4
96,1.20001,0.6025,,afl,4
97,1.20083,0.605,,afl,4
98,1.1962,0.60375,,afl,4
99,1.19222,0.60375,,afl,4
100,1.18964,0.605,,afl,4
101,1.19042,0.61,,afl,4
102,1.17738,0.6125,,afl,4
103,1.18266,0.61,,afl,4
104,1.18355,0.61,,afl,4
105,1.171,0.61375,,afl,4
106,1.16805,0.61625,,afl,4
107,1.15616,0.61875,,afl,4
108,1.15415,0.6175,,afl,4
109,1.15918,0.61625,,afl,4
110,1.15976,0.6175,,afl,4
111,1.14845,0.62,,afl,4
112,1.13755,0.62,,afl,4
113,1.13531,0.62125,,afl,4
114,1.12499,0.62375,,afl,4
115,1.12553,0.6225,,afl,4
116,1.12525,0.62125,,afl,4
117,1.12609,0.6225,,afl,4
118,1.12393,0.62375,,afl,4
119,1.12492,0.6225,,afl,4
120,1.12308,0.62375,,afl,4
121,1.1242,0.6225,,afl,4
122,1.12827,0.6225,,afl,4
123,1.1268,0.62375,,afl,4
124,1.12633,0.62375,,afl,4
125,1.13044,0.62375,,afl,4
126,1.12878,0.62625,,afl,4
127,1.12836,0.62375,,afl,4
128,1.1325,0.62375,,afl,4
129,1.13225,0.6225,,afl,4
130,1.13645,0.62125,,afl,4
131,1.13637,0.6225,,afl,4
132,1.13652,0.62125,,afl,4
133,1.12678,0.625,,afl,4
134,1.12738,0.62375,,afl,4
135,1.13137,0.62125,,afl,4
136,1.13165,0.6225,,afl,4
137,1.13212,0.625,,afl,4
138,1.13287,0.62375,,afl,4
139,1.1367,0.62375,,afl,4
140,1.14059,0.6225,,afl,4
141,1.13121,0.625,,afl,4
142,1.13514,0.62625,,afl,4
143,1.1391,0.62375,,afl,4
144,1.13966,0.6225,,afl,4
145,1.14041,0.62125,,afl,4
146,1.13125,0.62375,,afl,4
147,1.13168,0.62125,,afl,4
148,1.12926,0.625,,afl,4
149,1.13299,0.625,,afl,4
150,1.13112,0.62625,,afl,4
1,2.38007,0.13375,0.1,fedasync,4
2,2.32176,0.14375,0.1,fedasync,4
3,2.28996,0.19625,0.1,fedasync,4
4,2.25557,0.2375,0.1,fedasync,4
5,2.21348,0.2825,0.1,fedasync,4
6,2.17636,0.3225,0.1,fedasync,4
7,2.15874,0.30375,0.1,fedasync,4
8,2.05521,0.35125,0.1,fedasync,4
9,1.99993,0.41125,0.1,fedasync,4
10,1.98549,0.365,0.1,fedasync,4
11,1.91987,0.47375,0.1,fedasync,4
12,1.84828,0.48625,0.1,fedasync,4
13,1.77905,0.4925,0.1,fedasync,4
14,1.75611,0.45875,0.1,fedasync,4
15,1.76912,0.39125,0.1,fedasync,4
16,1.72222,0.45875,0.1,fedasync,4
17,1.69115,0.49625,0.1,fedasync,4
18,1.61966,0.515,0.1,fedasync,4
19,1.60888,0.52625,0.1,fedasync,4
20,1.5495,0.54125,0.1,fedasync,4
21,1.54177,0.53625,0.1,fedasync,4
22,1.4612,0.53,0.1,fedasync,4
23,1.45688,0.5475,0.1,fedasync,4
24,1.49696,0.54125,0.1,fedasync,4
25,1.41063,0.57125,0.1,fedasync,4
26,1.35075,0.5975,0.1,fedasync,4
27,1.26004,0.6275,0.1,fedasync,4
28,1.2706,0.61,0.1,fedasync,4
29,1.27774,0.60125,0.1,fedasync,4
30,1.21849,0.6325,0.1,fedasync,4
31,1.20612,0.64,0.1,fedasync,4
32,1.21746,0.61375,0.1,fedasync,4
33,1.26657,0.58875,0.1,fedasync,4
34,1.34456,0.57375,0.1,fedasync,4
35,1.27341,0.59125,0.1,fedasync,4
36,1.19182,0.61125,0.1,fedasync,4
37,1.15026,0.61625,0.1,fedasync,4
38,1.14859,0.62125,0.1,fedasync,4
39,1.14802,0.63125,0.1,fedasync,4
40,1.08222,0.645,0.1,fedasync,4
41,1.09911,0.63625,0.1,fedasync,4
42,1.11677,0.625,0.1,fedasync,4
43,1.17333,0.59875,0.1,fedasync,4
44,1.26222,0.56625,0.1,fedasync,4
45,1.14551,0.615,0.1,fedasync,4
46,1.13325,0.6175,0.1,fedasync,4
47,1.16644,0.62125,0.1,fedasync,4
48,1.06739,0.6475,0.1,fedasync,4
49,0.99248,0.66,0.1,fedasync,4
50,1.05537,0.64875,0.1,fedasync,4
51,1.02362,0.68,0.1,fedasync,4
52,1.00541,0.67375,0.1,fedasync,4
53,0.98252,0.7025,0.1,fedasync,4
54,0.97814,0.6875,0.1,fedasync,4
55,1.0103,0.66,0.1,fedasync,4
56,0.91424,0.69625,0.1,fedasync,4
57,0.86058,0.7175,0.1,fedasync,4
58,0.84019,0.735,0.1,fedasync,4
59,0.87317,0.7175,0.1,fedasync,4
60,0.93544,0.695,0.1,fedasync,4
61,0.9471,0.7025,0.1,fedasync,4
62,0.98755,0.68375,0.1,fedasync,4
63,0.97689,0.6925,0.1,fedasync,4
64,0.84383,0.72,0.1,fedasync,4
65,0.79526,0.7475,0.1,fedasync,4
66,0.82973,0.7275,0.1,fedasync,4
67,0.80486,0.74375,0.1,fedasync,4
68,0.86454,0.71,0.1,fedasync,4
69,0.95207,0.68,0.1,fedasync,4
70,0.96404,0.66875,0.1,fedasync,4
71,0.79427,0.73125,0.1,fedasync,4
72,0.83659,0.7125,0.1,fedasync,4
73,0.835,0.715,0.1,fedasync,4
74,0.88947,0.68375,0.1,fedasync,4
75,0.81812,0.715,0.1,fedasync,4
76,0.8967,0.685,0.1,fedasync,4
77,0.8747,0.695,0.1,fedasync,4
78,0.90093,0.685,0.1,fedasync,4
79,0.81654,0.7325,0.1,fedasync,4
80,0.87363,0.7025,0.1,fedasync,4
81,0.89637,0.68875,0.1,fedasync,4
82,0.95645,0.6725,0.1,fedasync,4
83,1.04516,0.63625,0.1,fedasync,4
84,1.16148,0.59875,0.1,fedasync,4
85,1.13497,0.61875,0.1,fedasync,4
86,1.10574,0.63125,0.1,fedasync,4
87,0.96736,0.68,0.1,fedasync,4
88,0.9948,0.675,0.1,fedasync,4
89,0.81426,0.71375,0.1,fedasync,4
90,0.87507,0.69,0.1,fedasync,4
91,0.89498,0.68625,0.1,fedasync,4
92,0.80558,0.74125,0.1,fedasync,4
93,0.87029,0.73375,0.1,fedasync,4
94,0.88538,0.71625,0.1,fedasync,4
95,0.94857,0.70125,0.1,fedasync,4
96,1.03004,0.695,0.1,fedasync,4
97,1.0267,0.685,0.1,fedasync,4
98,0.94725,0.7325,0.1,fedasync,4
99,0.94395,0.72875,0.1,fedasync,4
100,0.97828,0.715,0.1,fedasync,4
101,0.94804,0.72375,0.1,fedasync,4
102,0.8075,0.75125,0.1,fedasync,4
103,0.86654,0.75,0.1,fedasync,4
104,0.87306,0.74375,0.1,fedasync,4
105,0.7674,0.7575,0.1,fedasync,4
106,0.78231,0.74875,0.1,fedasync,4
107,0.71668,0.77125,0.1,fedasync,4
108,0.76127,0.74875,0.1,fedasync,4
109,0.80901,0.74625,0.1,fedasync,4
110,0.78608,0.7525,0.1,fedasync,4
111,0.72304,0.77,0.1,fedasync,4
112,0.69713,0.77625,0.1,fedasync,4
113,0.72407,0.76125,0.1,fedasync,4
114,0.71455,0.7625,0.1,fedasync,4
115,0.71527,0.7725,0.1,fedasync,4
116,0.64704,0.8,0.1,fedasync,4
117,0.69398,0.78125,0.1,fedasync,4
118,0.67276,0.795,0.1,fedasync,4
119,0.71997,0.77125,0.1,fedasync,4
120,0.71236,0.77875,0.1,fedasync,4
121,0.75915,0.7625,0.1,fedasync,4
122,0.75324,0.76,0.1,fedasync,4
123,0.76852,0.7525,0.1,fedasync,4
124,0.70532,0.7825,0.1,fedasync,4
125,0.75389,0.77375,0.1,fedasync,4
126,0.78838,0.7475,0.1,fedasync,4
127,0.73927,0.77125,0.1,fedasync,4
128,0.80818,0.7525,0.1,fedasync,4
129,0.7863,0.76375,0.1,fedasync,4
130,0.86279,0.755,0.1,fedasync,4
131,0.86131,0.735,0.1,fedasync,4
132,0.89281,0.71875,0.1,fedasync,4
133,0.7352,0.75125,0.1,fedasync,4
134,0.73604,0.74875,0.1,fedasync,4
135,0.7858,0.74125,0.1,fedasync,4
136,0.82826,0.7175,0.1,fedasync,4
137,0.89492,0.695,0.1,fedasync,4
138,0.90076,0.69125,0.1,fedasync,4
139,0.924,0.69875,0.1,fedasync,4
140,0.97317,0.7,0.1,fedasync,4
141,0.79359,0.73625,0.1,fedasync,4
142,0.85951,0.7325,0.1,fedasync,4
143,0.93836,0.72125,0.1,fedasync,4
144,0.90579,0.7225,0.1,fedasync,4
145,0.91824,0.70875,0.1,fedasync,4
146,0.77769,0.7425,0.1,fedasync,4
147,0.80384,0.73625,0.1,fedasync,4
148,0.69084,0.77,0.1,fedasync,4
149,0.75349,0.75625,0.1,fedasync,4
150,0.73906,0.7775,0.1,fedasync,4
1,2.39473,0.2,0.5,fedasync,4
2,2.60451,0.23125,0.5,fedasync,4
3,2.0756,0.39875,0.5,fedasync,4
4,2.36716,0.285,0.5,fedasync,4
5,2.54439,0.37,0.5,fedasync,4
6,3.21867,0.38,0.5,fedasync,4
7,3.03565,0.39375,0.5,fedasync,4
8,1.73913,0.5575,0.5,fedasync,4
9,1.91165,0.5025,0.5,fedasync,4
10,2.11437,0.50875,0.5,fedasync,4
11,2.09794,0.505,0.5,fedasync,4
12,1.29121,0.60375,0.5,fedasync,4
13,1.84074,0.3875,0.5,fedasync,4
14,1.97326,0.40375,0.5,fedasync,4
15,2.90414,0.2825,0.5,fedasync,4
16,1.53582,0.56875,0.5,fedasync,4
17,1.48922,0.5875,0.5,fedasync,4
18,1.20256,0.6375,0.5,fedasync,4
19,1.41987,0.55125,0.5,fedasync,4
20,1.4906,0.5925,0.5,fedasync,4
21,1.48809,0.5725,0.5,fedasync,4
22,1.08588,0.64125,0.5,fedasync,4
23,1.1721,0.65125,0.5,fedasync,4
24,1.87241,0.52375,0.5,fedasync,4
25,1.17329,0.63625,0.5,fedasync,4
26,1.73267,0.50125,0.5,fedasync,4
27,0.93639,0.6725,0.5,fedasync,4
28,0.89432,0.70125,0.5,fedasync,4
29,1.16538,0.65875,0.5,fedasync,4
30,0.76288,0.73875,0.5,fedasync,4
31,0.99347,0.67625,0.5,fedasync,4
32,1.03365,0.70125,0.5,fedasync,4
33,1.6122,0.64,0.5,fedasync,4
34,2.03987,0.59,0.5,fedasync,4
35,1.55829,0.63875,0.5,fedasync,4
36,0.82805,0.715,0.5,fedasync,4
37,1.09795,0.66125,0.5,fedasync,4
38,1.81017,0.5325,0.5,fedasync,4
39,1.01608,0.68,0.5,fedasync,4
40,0.83465,0.72875,0.5,fedasync,4
41,1.0939,0.655,0.5,fedasync,4
42,1.10237,0.66125,0.5,fedasync,4
43,1.82755,0.5525,0.5,fedasync,4
44,2.33902,0.505,0.5,fedasync,4
45,1.07697,0.6775,0.5,fedasync,4
46,0.96904,0.74125,0.5,fedasync,4
47,1.50073,0.685,0.5,fedasync,4
48,1.3873,0.6775,0.5,fedasync,4
49,0.8373,0.7375,0.5,fedasync,4
50,1.02647,0.73125,0.5,fedasync,4
51,1.35112,0.65125,0.5,fedasync,4
52,0.92872,0.71125,0.5,fedasync,4
53,1.12641,0.6925,0.5,fedasync,4
54,1.12553,0.66625,0.5,fedasync,4
55,1.69607,0.5675,0.5,fedasync,4
56,0.75664,0.76375,0.5,fedasync,4
57,1.42338,0.61625,0.5,fedasync,4
58,1.97255,0.53125,0.5,fedasync,4
59,1.07109,0.68375,0.5,fedasync,4
60,1.56993,0.615,0.5,fedasync,4
61,1.20808,0.67,0.5,fedasync,4
62,1.80843,0.56125,0.5,fedasync,4
63,1.0621,0.71625,0.5,fedasync,4
64,0.99264,0.73125,0.5,fedasync,4
65,0.77583,0.76625,0.5,fedasync,4
66,0.89657,0.7425,0.5,fedasync,4
67,1.28006,0.67375,0.5,fedasync,4
68,1.34483,0.6475,0.5,fedasync,4
69,1.75227,0.59125,0.5,fedasync,4
70,1.12179,0.70375,0.5,fedasync,4
71,0.67688,0.79,0.5,fedasync,4
72,0.96488,0.69125,0.5,fedasync,4
73,1.14662,0.71625,0.5,fedasync,4
74,1.07273,0.7075,0.5,fedasync,4
75,0.7885,0.75625,0.5,fedasync,4
76,1.16308,0.69,0.5,fedasync,4
77,0.94237,0.76125,0.5,fedasync,4
78,1.36619,0.72375,0.5,fedasync,4
79,0.89093,0.75125,0.5,fedasync,4
80,1.05137,0.71625,0.5,fedasync,4
