round,loss,accuracy,alpha0,method,repetition
1,4.58258,0.285,,afl,1
2,2.28713,0.38,,afl,1
3,1.87377,0.46125,,afl,1
4,2.05945,0.36875,,afl,1
5,1.92655,0.4275,,afl,1
6,2.03555,0.38125,,afl,1
7,2.21783,0.34625,,afl,1
8,2.05967,0.38375,,afl,1
9,1.87761,0.47,,afl,1
10,1.69156,0.54375,,afl,1
11,1.59634,0.58875,,afl,1
12,1.62726,0.57,,afl,1
13,1.64479,0.5625,,afl,1
14,1.59118,0.59125,,afl,1
15,1.6206,0.5625,,afl,1
16,1.51011,0.54,,afl,1
17,1.41832,0.55,,afl,1
18,1.35298,0.555,,afl,1
19,1.3112,0.5525,,afl,1
20,1.34533,0.53125,,afl,1
21,1.303,0.5425,,afl,1
22,1.27804,0.56625,,afl,1
23,1.25015,0.56625,,afl,1
24,1.2265,0.58125,,afl,1
25,1.21025,0.5925,,afl,1
26,1.22857,0.58,,afl,1
27,1.20428,0.58125,,afl,1
28,1.19378,0.5875,,afl,1
29,1.21178,0.5775,,afl,1
30,1.23266,0.5675,,afl,1
31,1.20986,0.58375,,afl,1
32,1.19582,0.5925,,afl,1
33,1.1887,0.59875,,afl,1
34,1.17156,0.6025,,afl,1
35,1.15176,0.60125,,afl,1
36,1.1481,0.61375,,afl,1
37,1.1569,0.605,,afl,1
38,1.14282,0.605,,afl,1
39,1.12682,0.60625,,afl,1
40,1.13727,0.605,,afl,1
41,1.12515,0.60625,,afl,1
42,1.13651,0.6,,afl,1
43,1.12626,0.60625,,afl,1
44,1.11861,0.5975,,afl,1
45,1.11332,0.6,,afl,1
46,1.10937,0.6,,afl,1
47,1.10249,0.61,,afl,1
48,1.09861,0.6075,,afl,1
49,1.09438,0.6175,,afl,1
50,1.09316,0.61625,,afl,1
51,1.09047,0.6175,,afl,1
52,1.09302,0.61625,,afl,1
53,1.09258,0.61625,,afl,1
54,1.09391,0.62,,afl,1
55,1.09165,0.62,,afl,1
56,1.09452,0.62375,,afl,1
57,1.07551,0.61875,,afl,1
58,1.07381,0.62,,afl,1
59,1.05776,0.6175,,afl,1
60,1.05996,0.62,,afl,1
61,1.04536,0.6275,,afl,1
62,1.04798,0.6225,,afl,1
63,1.0462,0.62,,afl,1
64,1.04543,0.62375,,afl,1
65,1.04415,0.62375,,afl,1
66,1.04391,0.62375,,afl,1
67,1.04437,0.62625,,afl,1
68,1.03076,0.625,,afl,1
69,1.03151,0.62875,,afl,1
70,1.03287,0.6225,,afl,1
71,1.03118,0.625,,afl,1
72,1.02916,0.6275,,afl,1
73,1.02761,0.63125,,afl,1
74,1.01606,0.63875,,afl,1
75,1.00637,0.6475,,afl,1
76,1.00663,0.645,,afl,1
77,0.99781,0.65375,,afl,1
78,0.9978,0.6575,,afl,1
79,0.99758,0.65375,,afl,1
80,0.99611,0.65375,,afl,1
81,0.98878,0.66625,,afl,1
82,0.98767,0.6675,,afl,1
83,0.98822,0.67,,afl,1
84,0.98818,0.66375,,afl,1
85,0.982,0.68,,afl,1
86,0.98059,0.6775,,afl,1
87,0.98075,0.6675,,afl,1
88,0.97988,0.67125,,afl,1
89,0.97382,0.6775,,afl,1
90,0.97276,0.675,,afl,1
91,0.96717,0.6825,,afl,1
92,0.96639,0.675,,afl,1
93,0.96559,0.6775,,afl,1
94,0.96539,0.68,,afl,1
95,0.95994,0.685,,afl,1
96,0.95969,0.68375,,afl,1
97,0.95892,0.6875,,afl,1
98,0.95839,0.68375,,afl,1
99,0.95809,0.68625,,afl,1
100,0.95775,0.6825,,afl,1
101,0.95793,0.6775,,afl,1
102,0.9586,0.67875,,afl,1
103,0.95314,0.68375,,afl,1
104,0.95397,0.6875,,afl,1
105,0.95369,0.6825,,afl,1
106,0.9537,0.68375,,afl,1
107,0.95233,0.6825,,afl,1
108,0.95248,0.68125,,afl,1
109,0.95286,0.68125,,afl,1
110,0.9475,0.68375,,afl,1
111,0.94735,0.685,,afl,1
112,0.94789,0.685,,afl,1
113,0.94867,0.6825,,afl,1
114,0.94725,0.6825,,afl,1
115,0.94728,0.68375,,afl,1
116,0.94238,0.69,,afl,1
117,0.94254,0.69125,,afl,1
118,0.94286,0.69,,afl,1
119,0.94188,0.69,,afl,1
120,0.94153,0.6875,,afl,1
121,0.93706,0.69125,,afl,1
122,0.93737,0.69375,,afl,1
123,0.93792,0.69375,,afl,1
124,0.93867,0.69,,afl,1
125,0.93905,0.69,,afl,1
126,0.93472,0.6975,,afl,1
127,0.93391,0.695,,afl,1
128,0.93432,0.69625,,afl,1
129,0.93364,0.69375,,afl,1
130,0.93327,0.6925,,afl,1
131,0.93321,0.6925,,afl,1
132,0.93362,0.6925,,afl,1
133,0.93251,0.69,,afl,1
134,0.92839,0.695,,afl,1
135,0.92883,0.69375,,afl,1
136,0.92815,0.695,,afl,1
137,0.92769,0.695,,afl,1
138,0.92818,0.69375,,afl,1
139,0.92791,0.6975,,afl,1
140,0.92814,0.69625,,afl,1
141,0.92466,0.69875,,afl,1
142,0.92149,0.7,,afl,1
143,0.92054,0.69875,,afl,1
144,0.92078,0.69875,,afl,1
145,0.92059,0.69625,,afl,1
146,0.92061,0.7,,afl,1
147,0.91777,0.7025,,afl,1
148,0.91805,0.70375,,afl,1
149,0.91858,0.70375,,afl,1
150,0.91725,0.70375,,afl,1
1,2.27252,0.155,0.1,fedasync,1
2,2.22138,0.25375,0.1,fedasync,1
3,2.18633,0.27625,0.1,fedasync,1
4,2.1591,0.27625,0.1,fedasync,1
5,2.13331,0.315,0.1,fedasync,1
6,2.1048,0.27875,0.1,fedasync,1
7,2.13026,0.2475,0.1,fedasync,1
8,2.06837,0.3225,0.1,fedasync,1
9,2.05377,0.36625,0.1,fedasync,1
10,1.95829,0.49875,0.1,fedasync,1
11,1.91891,0.465,0.1,fedasync,1
12,1.89336,0.49875,0.1,fedasync,1
13,1.91712,0.44875,0.1,fedasync,1
14,1.90818,0.43375,0.1,fedasync,1
15,2.06845,0.37125,0.1,fedasync,1
16,1.95618,0.37125,0.1,fedasync,1
17,1.86412,0.38375,0.1,fedasync,1
18,1.8047,0.4225,0.1,fedasync,1
19,1.77448,0.4525,0.1,fedasync,1
20,1.85941,0.425,0.1,fedasync,1
21,1.80947,0.44125,0.1,fedasync,1
22,1.73127,0.4375,0.1,fedasync,1
23,1.73308,0.45,0.1,fedasync,1
24,1.53303,0.48875,0.1,fedasync,1
25,1.53255,0.4925,0.1,fedasync,1
26,1.5966,0.44375,0.1,fedasync,1
27,1.52194,0.5,0.1,fedasync,1
28,1.45587,0.545,0.1,fedasync,1
29,1.53552,0.48,0.1,fedasync,1
30,1.632,0.44125,0.1,fedasync,1
31,1.41708,0.515,0.1,fedasync,1
32,1.32423,0.585,0.1,fedasync,1
33,1.30843,0.5625,0.1,fedasync,1
34,1.25817,0.58125,0.1,fedasync,1
35,1.19749,0.63375,0.1,fedasync,1
36,1.19658,0.625,0.1,fedasync,1
37,1.18574,0.61875,0.1,fedasync,1
38,1.1556,0.62875,0.1,fedasync,1
39,1.11651,0.64875,0.1,fedasync,1
40,1.15454,0.625,0.1,fedasync,1
41,1.12472,0.625,0.1,fedasync,1
42,1.18054,0.5925,0.1,fedasync,1
43,1.15831,0.6125,0.1,fedasync,1
44,1.18164,0.59375,0.1,fedasync,1
45,1.13681,0.615,0.1,fedasync,1
46,1.12735,0.6175,0.1,fedasync,1
47,1.07408,0.625,0.1,fedasync,1
48,1.08072,0.6375,0.1,fedasync,1
49,1.13414,0.62375,0.1,fedasync,1
50,1.17283,0.61125,0.1,fedasync,1
51,1.23644,0.6025,0.1,fedasync,1
52,1.05997,0.62625,0.1,fedasync,1
53,1.10428,0.61375,0.1,fedasync,1
54,1.19174,0.61625,0.1,fedasync,1
55,1.22024,0.6,0.1,fedasync,1
56,1.32149,0.605,0.1,fedasync,1
57,1.05119,0.66625,0.1,fedasync,1
58,1.08054,0.66,0.1,fedasync,1
59,0.9563,0.7075,0.1,fedasync,1
60,1.02034,0.69,0.1,fedasync,1
61,0.93279,0.72375,0.1,fedasync,1
62,1.00393,0.7075,0.1,fedasync,1
63,1.01341,0.70625,0.1,fedasync,1
64,1.05109,0.68625,0.1,fedasync,1
65,0.85993,0.7225,0.1,fedasync,1
66,0.91103,0.70125,0.1,fedasync,1
67,0.98793,0.67625,0.1,fedasync,1
68,0.88785,0.7075,0.1,fedasync,1
69,0.96152,0.68,0.1,fedasync,1
70,0.94997,0.69375,0.1,fedasync,1
71,0.83173,0.72625,0.1,fedasync,1
72,0.82062,0.725,0.1,fedasync,1
73,0.83409,0.7175,0.1,fedasync,1
74,0.79687,0.74625,0.1,fedasync,1
75,0.80882,0.7475,0.1,fedasync,1
76,0.76268,0.76,0.1,fedasync,1
77,0.77879,0.755,0.1,fedasync,1
78,0.7757,0.74875,0.1,fedasync,1
79,0.77119,0.75125,0.1,fedasync,1
80,0.77538,0.755,0.1,fedasync,1
81,0.80425,0.7425,0.1,fedasync,1
82,0.81581,0.74,0.1,fedasync,1
83,0.82182,0.74375,0.1,fedasync,1
84,0.81635,0.7425,0.1,fedasync,1
85,0.85097,0.73375,0.1,fedasync,1
86,0.74043,0.77125,0.1,fedasync,1
87,0.76727,0.74375,0.1,fedasync,1
88,0.79041,0.73,0.1,fedasync,1
89,0.79365,0.74875,0.1,fedasync,1
90,0.73371,0.7625,0.1,fedasync,1
91,0.75116,0.7625,0.1,fedasync,1
92,0.72278,0.77875,0.1,fedasync,1
93,0.74097,0.7675,0.1,fedasync,1
94,0.76216,0.77125,0.1,fedasync,1
95,0.7428,0.76875,0.1,fedasync,1
96,0.69636,0.785,0.1,fedasync,1
97,0.7133,0.77375,0.1,fedasync,1
98,0.752,0.76875,0.1,fedasync,1
99,0.80993,0.7425,0.1,fedasync,1
100,0.7895,0.7525,0.1,fedasync,1
101,0.82251,0.74,0.1,fedasync,1
102,0.89582,0.71625,0.1,fedasync,1
103,0.78512,0.7725,0.1,fedasync,1
104,0.84682,0.75,0.1,fedasync,1
105,0.84217,0.73875,0.1,fedasync,1
106,0.8638,0.72875,0.1,fedasync,1
107,0.70962,0.76375,0.1,fedasync,1
108,0.7491,0.7425,0.1,fedasync,1
109,0.80933,0.7225,0.1,fedasync,1
110,0.74285,0.7625,0.1,fedasync,1
111,0.76823,0.74375,0.1,fedasync,1
112,0.82521,0.72125,0.1,fedasync,1
113,0.89936,0.68625,0.1,fedasync,1
114,0.77145,0.74375,0.1,fedasync,1
115,0.80564,0.715,0.1,fedasync,1
116,0.77851,0.7425,0.1,fedasync,1
117,0.81933,0.7175,0.1,fedasync,1
118,0.87687,0.69625,0.1,fedasync,1
119,0.82886,0.70625,0.1,fedasync,1
120,0.7529,0.73625,0.1,fedasync,1
121,0.73642,0.76,0.1,fedasync,1
122,0.78318,0.73375,0.1,fedasync,1
123,0.80443,0.71875,0.1,fedasync,1
124,0.84871,0.7075,0.1,fedasync,1
125,0.90766,0.68625,0.1,fedasync,1
126,0.85145,0.71375,0.1,fedasync,1
127,0.80514,0.7325,0.1,fedasync,1
128,0.85169,0.705,0.1,fedasync,1
129,0.76521,0.73375,0.1,fedasync,1
130,0.74117,0.7475,0.1,fedasync,1
131,0.77043,0.74375,0.1,fedasync,1
132,0.81289,0.7325,0.1,fedasync,1
133,0.72377,0.7575,0.1,fedasync,1
134,0.68291,0.775,0.1,fedasync,1
135,0.72688,0.75375,0.1,fedasync,1
136,0.71039,0.75875,0.1,fedasync,1
137,0.73576,0.75875,0.1,fedasync,1
138,0.76222,0.74,0.1,fedasync,1
139,0.80084,0.74625,0.1,fedasync,1
140,0.76216,0.7425,0.1,fedasync,1
141,0.75858,0.75,0.1,fedasync,1
142,0.79024,0.75375,0.1,fedasync,1
143,0.6709,0.78375,0.1,fedasync,1
144,0.66873,0.77375,0.1,fedasync,1
145,0.68719,0.77125,0.1,fedasync,1
146,0.73691,0.77375,0.1,fedasync,1
147,0.76168,0.76375,0.1,fedasync,1
148,0.83285,0.75125,0.1,fedasync,1
149,0.92245,0.72125,0.1,fedasync,1
150,0.6984,0.77875,0.1,fedasync,1
1,2.57291,0.26625,0.5,fedasync,1
2,2.43266,0.285,0.5,fedasync,1
3,2.39451,0.18625,0.5,fedasync,1
4,2.34744,0.33,0.5,fedasync,1
5,2.56979,0.2075,0.5,fedasync,1
6,2.68716,0.3275,0.5,fedasync,1
7,3.57706,0.3025,0.5,fedasync,1
8,2.5742,0.33125,0.5,fedasync,1
9,1.92718,0.54125,0.5,fedasync,1
10,2.1666,0.4825,0.5,fedasync,1
11,2.96407,0.4075,0.5,fedasync,1
12,1.86487,0.515,0.5,fedasync,1
13,2.54604,0.3675,0.5,fedasync,1
14,2.07472,0.55125,0.5,fedasync,1
15,2.09427,0.50875,0.5,fedasync,1
16,1.55698,0.53875,0.5,fedasync,1
17,1.96008,0.4525,0.5,fedasync,1
18,2.51003,0.3975,0.5,fedasync,1
19,2.97071,0.3875,0.5,fedasync,1
20,2.15973,0.455,0.5,fedasync,1
21,2.22656,0.47375,0.5,fedasync,1
22,1.45432,0.57375,0.5,fedasync,1
23,1.70216,0.585,0.5,fedasync,1
24,1.12309,0.665,0.5,fedasync,1
25,1.24125,0.65125,0.5,fedasync,1
26,1.04933,0.6725,0.5,fedasync,1
27,1.06297,0.67125,0.5,fedasync,1
28,1.40166,0.60625,0.5,fedasync,1
29,1.14124,0.665,0.5,fedasync,1
30,1.64857,0.55125,0.5,fedasync,1
31,1.33425,0.63875,0.5,fedasync,1
32,2.08675,0.56,0.5,fedasync,1
33,2.70977,0.51,0.5,fedasync,1
34,1.9032,0.56875,0.5,fedasync,1
35,1.54709,0.61625,0.5,fedasync,1
36,1.4862,0.67125,0.5,fedasync,1
37,0.97511,0.71,0.5,fedasync,1
38,0.85097,0.73875,0.5,fedasync,1
39,0.96668,0.6975,0.5,fedasync,1
40,1.22041,0.66625,0.5,fedasync,1
41,1.03769,0.71,0.5,fedasync,1
42,1.29937,0.68,0.5,fedasync,1
43,1.27665,0.66625,0.5,fedasync,1
44,1.88597,0.545,0.5,fedasync,1
45,1.52563,0.5925,0.5,fedasync,1
46,1.8051,0.545,0.5,fedasync,1
47,1.00158,0.69125,0.5,fedasync,1
48,1.59108,0.6075,0.5,fedasync,1
49,1.49651,0.62375,0.5,fedasync,1
50,1.86816,0.59,0.5,fedasync,1
51,1.85591,0.58125,0.5,fedasync,1
52,0.87439,0.72125,0.5,fedasync,1
53,1.07584,0.6775,0.5,fedasync,1
54,1.73407,0.59,0.5,fedasync,1
55,1.40769,0.62375,0.5,fedasync,1
56,1.85669,0.59875,0.5,fedasync,1
57,1.46547,0.67375,0.5,fedasync,1
58,1.71962,0.63625,0.5,fedasync,1
59,1.5704,0.66,0.5,fedasync,1
60,1.23312,0.725,0.5,fedasync,1
61,1.32962,0.65875,0.5,fedasync,1
62,1.4003,0.72375,0.5,fedasync,1
63,1.32372,0.7075,0.5,fedasync,1
64,1.7706,0.63125,0.5,fedasync,1
65,0.78252,0.78625,0.5,fedasync,1
66,1.02622,0.72,0.5,fedasync,1
67,1.69108,0.6,0.5,fedasync,1
68,0.9824,0.71625,0.5,fedasync,1
69,1.15084,0.69125,0.5,fedasync,1
70,1.03115,0.74,0.5,fedasync,1
71,0.74497,0.80125,0.5,fedasync,1
72,0.75215,0.77375,0.5,fedasync,1
73,1.12328,0.69875,0.5,fedasync,1
74,0.9129,0.75125,0.5,fedasync,1
75,1.38244,0.63625,0.5,fedasync,1
76,0.85644,0.76,0.5,fedasync,1
77,0.92898,0.74875,0.5,fedasync,1
78,0.97533,0.745,0.5,fedasync,1
79,0.8198,0.76625,0.5,fedasync,1
80,0.79588,0.78125,0.5,fedasync,1
81,0.82275,0.775,0.5,fedasync,1
82,0.9293,0.7525,0.5,fedasync,1
83,1.04581,0.7425,0.5,fedasync,1
84,0.98848,0.7475,0.5,fedasync,1
85,0.94939,0.7625,0.5,fedasync,1
86,0.73517,0.785,0.5,fedasync,1
87,0.96624,0.73875,0.5,fedasync,1
88,0.90184,0.75,0.5,fedasync,1
89,0.76634,0.7725,0.5,fedasync,1
90,0.93094,0.76125,0.5,fedasync,1
91,0.97855,0.745,0.5,fedasync,1
92,1.26156,0.72,0.5,fedasync,1
93,0.91471,0.7775,0.5,fedasync,1
94,1.25659,0.72125,0.5,fedasync,1
95,1.03151,0.76375,0.5,fedasync,1
96,0.80942,0.79625,0.5,fedasync,1
97,0.75763,0.8025,0.5,fedasync,1
98,1.02978,0.74375,0.5,fedasync,1
99,1.25687,0.7125,0.5,fedasync,1
100,0.97191,0.73375,0.5,fedasync,1
101,1.44942,0.6825,0.5,fedasync,1
102,1.85432,0.62625,0.5,fedasync,1
103,1.31758,0.71125,0.5,fedasync,1
104,1.25372,0.7375,0.5,fedasync,1
105,1.13558,0.7375,0.5,fedasync,1
106,1.50611,0.67125,0.5,fedasync,1
107,0.81665,0.78875,0.5,fedasync,1
108,1.21227,0.70375,0.5,fedasync,1
109,1.61725,0.63875,0.5,fedasync,1
110,0.89112,0.77875,0.5,fedasync,1
111,0.84998,0.78,0.5,fedasync,1
112,1.10931,0.725,0.5,fedasync,1
113,1.475,0.67125,0.5,fedasync,1
114,0.92244,0.78,0.5,fedasync,1
115,0.87219,0.785,0.5,fedasync,1
116,0.91606,0.7875,0.5,fedasync,1
117,0.96379,0.75625,0.5,fedasync,1
118,1.16178,0.725,0.5,fedasync,1
119,1.15483,0.74125,0.5,fedasync,1
120,0.65851,0.80875,0.5,fedasync,1
121,0.74701,0.81,0.5,fedasync,1
122,0.76076,0.80125,0.5,fedasync,1
123,0.79662,0.78875,0.5,fedasync,1
124,1.21539,0.70625,0.5,fedasync,1
125,1.0701,0.73,0.5,fedasync,1
126,0.79896,0.8,0.5,fedasync,1
127,0.92646,0.79625,0.5,fedasync,1
128,0.87076,0.785,0.5,fedasync,1
129,0.69479,0.8025,0.5,fedasync,1
130,1.1907,0.72375,0.5,fedasync,1
131,1.59436,0.66625,0.5,fedasync,1
132,1.10138,0.755,0.5,fedasync,1
133,0.7875,0.8025,0.5,fedasync,1
134,0.74451,0.82125,0.5,fedasync,1
135,0.80525,0.7925,0.5,fedasync,1
136,0.96602,0.76875,0.5,fedasync,1
137,1.29997,0.71,0.5,fedasync,1
138,1.04407,0.75875,0.5,fedasync,1
139,1.288,0.705,0.5,fedasync,1
140,0.84871,0.7825,0.5,fedasync,1
141,0.75209,0.80625,0.5,fedasync,1
142,0.95602,0.76375,0.5,fedasync,1
143,0.66609,0.82375,0.5,fedasync,1
144,0.89602,0.77375,0.5,fedasync,1
145,0.65512,0.835,0.5,fedasync,1
146,0.9819,0.77125,0.5,fedasync,1
147,0.8592,0.8075,0.5,fedasync,1
148,1.11924,0.755,0.5,fedasync,1
149,1.36171,0.70875,0.5,fedasync,1
150,0.74153,0.8225,0.5,fedasync,1
1,4.05912,0.28375,0.9,fedasync,1
2,4.14072,0.24125,0.9,fedasync,1
3,2.88999,0.18375,0.9,fedasync,1
4,4.27472,0.22375,0.9,fedasync,1
5,4.87663,0.18375,0.9,fedasync,1
6,4.50834,0.265,0.9,fedasync,1
7,5.02116,0.26125,0.9,fedasync,1
8,4.21402,0.21,0.9,fedasync,1
9,2.52318,0.4425,0.9,fedasync,1
10,4.17731,0.3575,0.9,fedasync,1
11,4.6697,0.35625,0.9,fedasync,1
12,4.27137,0.26,0.9,fedasync,1
13,5.25274,0.2125,0.9,fedasync,1
14,4.30304,0.32125,0.9,fedasync,1
15,3.21964,0.34,0.9,fedasync,1
16,2.95163,0.39125,0.9,fedasync,1
17,3.84055,0.37625,0.9,fedasync,1
18,4.06041,0.37,0.9,fedasync,1
19,4.3601,0.37125,0.9,fedasync,1
20,2.62363,0.37875,0.9,fedasync,1
21,3.33265,0.41,0.9,fedasync,1
22,3.69708,0.4025,0.9,fedasync,1
23,3.58722,0.3675,0.9,fedasync,1
24,3.70388,0.36125,0.9,fedasync,1
25,2.44434,0.39875,0.9,fedasync,1
26,2.24263,0.38,0.9,fedasync,1
27,3.7263,0.4175,0.9,fedasync,1
28,3.29628,0.41875,0.9,fedasync,1
29,2.29146,0.40875,0.9,fedasync,1
30,2.61793,0.40125,0.9,fedasync,1
31,3.29706,0.44875,0.9,fedasync,1
32,3.99068,0.4325,0.9,fedasync,1
33,4.16304,0.44125,0.9,fedasync,1
34,3.81064,0.47625,0.9,fedasync,1
35,3.25303,0.5375,0.9,fedasync,1
36,3.57223,0.4475,0.9,fedasync,1
37,2.16564,0.4325,0.9,fedasync,1
38,3.2537,0.4475,0.9,fedasync,1
39,2.84179,0.47125,0.9,fedasync,1
40,2.39115,0.46,0.9,fedasync,1
41,2.63239,0.4775,0.9,fedasync,1
42,2.1143,0.48375,0.9,fedasync,1
43,3.02071,0.4575,0.9,fedasync,1
44,3.52909,0.43,0.9,fedasync,1
45,4.15174,0.435,0.9,fedasync,1
46,4.81514,0.41125,0.9,fedasync,1
47,3.09637,0.47125,0.9,fedasync,1
48,4.42303,0.41625,0.9,fedasync,1
49,3.59727,0.4025,0.9,fedasync,1
50,3.59291,0.5025,0.9,fedasync,1
51,3.06494,0.4775,0.9,fedasync,1
52,1.82455,0.50375,0.9,fedasync,1
53,3.00234,0.535,0.9,fedasync,1
54,3.59148,0.505,0.9,fedasync,1
55,2.95649,0.48625,0.9,fedasync,1
56,3.56654,0.55375,0.9,fedasync,1
57,4.08911,0.4225,0.9,fedasync,1
58,3.1041,0.4425,0.9,fedasync,1
59,3.58055,0.4775,0.9,fedasync,1
60,4.17851,0.46875,0.9,fedasync,1
61,2.39121,0.5375,0.9,fedasync,1
62,3.10346,0.53875,0.9,fedasync,1
63,2.40448,0.56125,0.9,fedasync,1
64,2.6195,0.545,0.9,fedasync,1
65,1.51435,0.5275,0.9,fedasync,1
66,2.44992,0.5175,0.9,fedasync,1
67,2.97549,0.48625,0.9,fedasync,1
68,2.52613,0.53,0.9,fedasync,1
69,2.60611,0.53875,0.9,fedasync,1
70,2.76124,0.56125,0.9,fedasync,1
71,1.59398,0.53625,0.9,fedasync,1
72,3.0033,0.4975,0.9,fedasync,1
73,3.66472,0.455,0.9,fedasync,1
74,2.592,0.45875,0.9,fedasync,1
75,3.34946,0.42375,0.9,fedasync,1
76,2.85051,0.515,0.9,fedasync,1
77,3.29569,0.52375,0.9,fedasync,1
78,2.06114,0.50625,0.9,fedasync,1
79,2.46393,0.5225,0.9,fedasync,1
80,2.8999,0.50125,0.9,fedasync,1
81,2.85036,0.5225,0.9,fedasync,1
82,2.93206,0.515,0.9,fedasync,1
83,1.82894,0.5675,0.9,fedasync,1
84,3.41557,0.4875,0.9,fedasync,1
85,3.15213,0.55625,0.9,fedasync,1
86,1.96402,0.61875,0.9,fedasync,1
87,3.36532,0.52875,0.9,fedasync,1
88,2.52766,0.56375,0.9,fedasync,1
89,2.19115,0.60375,0.9,fedasync,1
90,2.16663,0.65625,0.9,fedasync,1
91,2.07244,0.605,0.9,fedasync,1
92,2.40277,0.63125,0.9,fedasync,1
93,2.09854,0.605,0.9,fedasync,1
94,2.67534,0.6,0.9,fedasync,1
95,2.17638,0.61375,0.9,fedasync,1
96,1.63555,0.6075,0.9,fedasync,1
97,2.30754,0.5525,0.9,fedasync,1
98,2.80924,0.53875,0.9,fedasync,1
99,2.93598,0.53375,0.9,fedasync,1
100,2.27536,0.635,0.9,fedasync,1
101,2.83749,0.59625,0.9,fedasync,1
102,2.97893,0.59,0.9,fedasync,1
103,1.79331,0.64875,0.9,fedasync,1
104,2.36424,0.63625,0.9,fedasync,1
105,2.44202,0.60875,0.9,fedasync,1
106,2.91883,0.56375,0.9,fedasync,1
107,1.46321,0.665,0.9,fedasync,1
108,1.99761,0.635,0.9,fedasync,1
109,2.4367,0.58875,0.9,fedasync,1
110,2.01366,0.64125,0.9,fedasync,1
111,1.73635,0.69,0.9,fedasync,1
112,2.30526,0.65,0.9,fedasync,1
113,2.60873,0.61625,0.9,fedasync,1
114,1.49267,0.64875,0.9,fedasync,1
115,1.91261,0.6175,0.9,fedasync,1
116,1.96073,0.625,0.9,fedasync,1
117,2.04343,0.635,0.9,fedasync,1
118,2.15418,0.63125,0.9,fedasync,1
119,1.7904,0.5825,0.9,fedasync,1
120,1.92187,0.64125,0.9,fedasync,1
121,1.5006,0.68,0.9,fedasync,1
122,2.03126,0.66375,0.9,fedasync,1
123,1.90614,0.66125,0.9,fedasync,1
124,2.30761,0.625,0.9,fedasync,1
125,2.10669,0.64125,0.9,fedasync,1
126,1.76945,0.68375,0.9,fedasync,1
127,1.4635,0.66375,0.9,fedasync,1
128,2.00983,0.63375,0.9,fedasync,1
129,1.87049,0.65875,0.9,fedasync,1
130,2.31506,0.6375,0.9,fedasync,1
131,2.43843,0.63375,0.9,fedasync,1
132,1.6709,0.7025,0.9,fedasync,1
133,1.55672,0.66,0.9,fedasync,1
134,1.39223,0.6925,0.9,fedasync,1
135,1.92466,0.67,0.9,fedasync,1
136,1.73428,0.63625,0.9,fedasync,1
137,1.8314,0.625,0.9,fedasync,1
138,2.06424,0.615,0.9,fedasync,1
139,1.95395,0.62375,0.9,fedasync,1
140,2.40882,0.61125,0.9,fedasync,1
141,1.62901,0.69625,0.9,fedasync,1
142,2.00878,0.66,0.9,fedasync,1
143,1.80217,0.675,0.9,fedasync,1
144,2.15683,0.6475,0.9,fedasync,1
145,1.35327,0.67375,0.9,fedasync,1
146,1.53594,0.6525,0.9,fedasync,1
147,1.45023,0.6775,0.9,fedasync,1
148,1.63481,0.64875,0.9,fedasync,1
149,1.73527,0.63375,0.9,fedasync,1
150,1.8648,0.67375,0.9,fedasync,1
1,4.49101,0.225,,afl,2
2,4.5103,0.24875,,afl,2
3,2.32026,0.375,,afl,2
4,1.96857,0.37875,,afl,2
5,1.82578,0.39125,,afl,2
6,1.66458,0.455,,afl,2
7,1.66967,0.4,,afl,2
8,1.59307,0.51,,afl,2
9,1.57296,0.5325,,afl,2
10,1.58921,0.5175,,afl,2
11,1.55174,0.53625,,afl,2
12,1.57726,0.52625,,afl,2
13,1.5205,0.5275,,afl,2
14,1.53708,0.5175,,afl,2
15,1.45422,0.53875,,afl,2
16,1.42546,0.5525,,afl,2
17,1.37005,0.56625,,afl,2
18,1.38496,0.56125,,afl,2
19,1.39216,0.55375,,afl,2
20,1.41903,0.53625,,afl,2
21,1.43248,0.53125,,afl,2
22,1.45066,0.52125,,afl,2
23,1.47344,0.52125,,afl,2
24,1.49976,0.51125,,afl,2
25,1.42892,0.5275,,afl,2
26,1.45315,0.51625,,afl,2
27,1.41795,0.52875,,afl,2
28,1.39443,0.5325,,afl,2
29,1.41781,0.52625,,afl,2
30,1.43707,0.52125,,afl,2
31,1.46226,0.515,,afl,2
32,1.40871,0.52875,,afl,2
33,1.39102,0.53375,,afl,2
34,1.35065,0.5475,,afl,2
35,1.37345,0.53875,,afl,2
36,1.39795,0.53375,,afl,2
37,1.42402,0.525,,afl,2
38,1.43522,0.52125,,afl,2
39,1.4479,0.51375,,afl,2
40,1.40664,0.525,,afl,2
41,1.4194,0.52125,,afl,2
42,1.40458,0.525,,afl,2
43,1.39254,0.525,,afl,2
44,1.41441,0.5225,,afl,2
45,1.40078,0.5275,,afl,2
46,1.39292,0.53,,afl,2
47,1.3621,0.54625,,afl,2
48,1.33892,0.55125,,afl,2
49,1.3342,0.5525,,afl,2
50,1.30943,0.55875,,afl,2
51,1.32661,0.55375,,afl,2
52,1.30749,0.5575,,afl,2
53,1.28546,0.56875,,afl,2
54,1.30177,0.555,,afl,2
55,1.29978,0.55625,,afl,2
56,1.2826,0.56625,,afl,2
57,1.28134,0.575,,afl,2
58,1.26548,0.57625,,afl,2
59,1.25061,0.5825,,afl,2
60,1.25307,0.58125,,afl,2
61,1.25258,0.585,,afl,2
