repetition,accuracy_after,accuracy_before,accuracy_drop,bias_loss,loss_after,loss_before,penalty_fn,staleness_factor,staleness_gap
30,0.65625,0.6525,-0.00375,-0.00454,1.0715,1.07604,exponential_01,1.0,0
30,0.65625,0.6525,-0.00375,-0.00454,1.0715,1.07604,no_penalty,1.0,0
30,0.65,0.64875,-0.00125,-0.00245,1.07308,1.07553,hyperbolic,0.5,1
30,0.6475,0.64875,0.00125,-0.00295,1.07258,1.07553,exponential_05,0.60653,1
30,0.64875,0.64875,0.0,-0.0043,1.07122,1.07553,exponential_01,0.90484,1
30,0.65125,0.64875,-0.0025,-0.00472,1.07081,1.07553,no_penalty,1.0,1
30,0.64875,0.64625,-0.0025,-0.00161,1.07434,1.07595,hyperbolic,0.33333,2
30,0.64875,0.64625,-0.0025,-0.00178,1.07417,1.07595,exponential_05,0.36788,2
30,0.64875,0.64625,-0.0025,-0.00382,1.07213,1.07595,exponential_01,0.81873,2
30,0.6525,0.64625,-0.00625,-0.0046,1.07135,1.07595,no_penalty,1.0,2
30,0.64375,0.64375,0.0,-0.00126,1.07482,1.07609,hyperbolic,0.25,3
30,0.64375,0.64375,0.0,-0.00113,1.07496,1.07609,exponential_05,0.22313,3
30,0.64625,0.64375,-0.0025,-0.00362,1.07247,1.07609,exponential_01,0.74082,3
30,0.64875,0.64375,-0.005,-0.0048,1.07129,1.07609,no_penalty,1.0,3
30,0.64125,0.64,-0.00125,-8.1e-4,1.07834,1.07915,hyperbolic,0.16667,5
30,0.64125,0.64,-0.00125,-0.0004,1.07875,1.07915,exponential_05,0.08208,5
30,0.6425,0.64,-0.0025,-0.00288,1.07627,1.07915,exponential_01,0.60653,5
30,0.6425,0.64,-0.0025,-0.00463,1.07452,1.07915,no_penalty,1.0,5
30,0.63,0.62875,-0.00125,-5.9e-4,1.07523,1.07582,hyperbolic,0.11111,8
30,0.62875,0.62875,0.0,-0.0001,1.07572,1.07582,exponential_05,0.01832,8
30,0.6325,0.62875,-0.00375,-0.00232,1.0735,1.07582,exponential_01,0.44933,8
30,0.6375,0.62875,-0.00875,-0.00501,1.07081,1.07582,no_penalty,1.0,8
30,0.63125,0.63,-0.00125,-0.0005,1.07295,1.07345,hyperbolic,0.09091,10
30,0.63,0.63,0.0,-4.0e-5,1.07341,1.07345,exponential_05,0.00674,10
30,0.63125,0.63,-0.00125,-0.00199,1.07146,1.07345,exponential_01,0.36788,10
30,0.63625,0.63,-0.00625,-0.00521,1.06824,1.07345,no_penalty,1.0,10
30,0.635,0.635,0.0,-3.7e-4,1.06867,1.06904,hyperbolic,0.0625,15
30,0.635,0.635,0.0,-0.0,1.06904,1.06904,exponential_05,5.5e-4,15
30,0.635,0.635,0.0,-0.0013,1.06774,1.06904,exponential_01,0.22313,15
30,0.63875,0.635,-0.00375,-0.00562,1.06342,1.06904,no_penalty,1.0,15
30,0.62875,0.62875,0.0,-2.7e-4,1.06805,1.06831,hyperbolic,0.04762,20
30,0.62875,0.62875,0.0,-0.0,1.06831,1.06831,exponential_05,5.0e-5,20
30,0.63,0.62875,-0.00125,-7.6e-4,1.06756,1.06831,exponential_01,0.13534,20
30,0.63125,0.62875,-0.0025,-0.00538,1.06293,1.06831,no_penalty,1.0,20
