repetition,accuracy_after,accuracy_before,accuracy_drop,bias_loss,loss_after,loss_before,penalty_fn,staleness_factor,staleness_gap
9,0.65125,0.64875,-0.0025,-9.6e-4,1.06603,1.06699,exponential_01,0.74082,3
9,0.65125,0.64875,-0.0025,-0.0012,1.06579,1.06699,no_penalty,1.0,3
9,0.65,0.64875,-0.00125,-3.1e-4,1.06213,1.06244,hyperbolic,0.16667,5
9,0.64875,0.64875,0.0,-1.6e-4,1.06228,1.06244,exponential_05,0.08208,5
9,0.65375,0.64875,-0.005,-0.00104,1.0614,1.06244,exponential_01,0.60653,5
9,0.655,0.64875,-0.00625,-0.00159,1.06085,1.06244,no_penalty,1.0,5
9,0.655,0.655,0.0,-2.9e-4,1.06111,1.0614,hyperbolic,0.11111,8
9,0.655,0.655,0.0,-5.0e-5,1.06135,1.0614,exponential_05,0.01832,8
9,0.65625,0.655,-0.00125,-0.00113,1.06027,1.0614,exponential_01,0.44933,8
9,0.6575,0.655,-0.0025,-0.00232,1.05908,1.0614,no_penalty,1.0,8
9,0.6525,0.6525,0.0,-0.0003,1.06668,1.06699,hyperbolic,0.09091,10
9,0.6525,0.6525,0.0,-2.0e-5,1.06696,1.06699,exponential_05,0.00674,10
9,0.65125,0.6525,0.00125,-0.0012,1.06579,1.06699,exponential_01,0.36788,10
9,0.6525,0.6525,0.0,-0.00305,1.06394,1.06699,no_penalty,1.0,10
9,0.64625,0.6475,0.00125,-2.4e-4,1.06402,1.06426,hyperbolic,0.0625,15
9,0.6475,0.6475,0.0,-0.0,1.06426,1.06426,exponential_05,5.5e-4,15
9,0.64625,0.6475,0.00125,-8.5e-4,1.06341,1.06426,exponential_01,0.22313,15
9,0.645,0.6475,0.0025,-0.00357,1.06069,1.06426,no_penalty,1.0,15
9,0.6425,0.6425,0.0,-2.1e-4,1.07048,1.07069,hyperbolic,0.04762,20
9,0.6425,0.6425,0.0,-0.0,1.07069,1.07069,exponential_05,5.0e-5,20
9,0.6425,0.6425,0.0,-6.1e-4,1.07009,1.07069,exponential_01,0.13534,20
9,0.6425,0.6425,0.0,-0.00424,1.06645,1.07069,no_penalty,1.0,20
10,0.65625,0.6525,-0.00375,-0.00454,1.0715,1.07604,hyperbolic,1.0,0
10,0.65625,0.6525,-0.00375,-0.00454,1.0715,1.07604,exponential_05,1.0,0
10,0.65625,0.6525,-0.00375,-0.00454,1.0715,1.07604,exponential_01,1.0,0
10,0.65625,0.6525,-0.00375,-0.00454,1.0715,1.07604,no_penalty,1.0,0
10,0.65,0.64875,-0.00125,-0.00241,1.07254,1.07495,hyperbolic,0.5,1
10,0.65125,0.64875,-0.0025,-0.0029,1.07204,1.07495,exponential_05,0.60653,1
10,0.65375,0.64875,-0.005,-0.00424,1.07071,1.07495,exponential_01,0.90484,1
10,0.65375,0.64875,-0.005,-0.00466,1.07029,1.07495,no_penalty,1.0,1
10,0.645,0.64125,-0.00375,-0.00168,1.07087,1.07255,hyperbolic,0.33333,2
10,0.64625,0.64125,-0.005,-0.00185,1.0707,1.07255,exponential_05,0.36788,2
10,0.64875,0.64125,-0.0075,-0.004,1.06855,1.07255,exponential_01,0.81873,2
10,0.65125,0.64125,-0.01,-0.00483,1.06773,1.07255,no_penalty,1.0,2
10,0.64375,0.64,-0.00375,-0.00131,1.06951,1.07082,hyperbolic,0.25,3
10,0.64375,0.64,-0.00375,-0.00117,1.06965,1.07082,exponential_05,0.22313,3
10,0.65,0.64,-0.01,-0.00376,1.06706,1.07082,exponential_01,0.74082,3
10,0.65125,0.64,-0.01125,-0.00499,1.06583,1.07082,no_penalty,1.0,3
10,0.6425,0.64,-0.0025,-8.6e-4,1.06832,1.06918,hyperbolic,0.16667,5
10,0.64125,0.64,-0.00125,-4.3e-4,1.06875,1.06918,exponential_05,0.08208,5
10,0.64375,0.64,-0.00375,-0.00305,1.06613,1.06918,exponential_01,0.60653,5
10,0.64375,0.64,-0.00375,-0.00491,1.06427,1.06918,no_penalty,1.0,5
10,0.6425,0.64125,-0.00125,-5.9e-4,1.06558,1.06617,hyperbolic,0.11111,8
10,0.64125,0.64125,0.0,-0.0001,1.06607,1.06617,exponential_05,0.01832,8
10,0.64375,0.64125,-0.0025,-0.00234,1.06383,1.06617,exponential_01,0.44933,8
10,0.645,0.64125,-0.00375,-0.00505,1.06112,1.06617,no_penalty,1.0,8
10,0.6425,0.6425,0.0,-0.0005,1.06527,1.06576,hyperbolic,0.09091,10
10,0.6425,0.6425,0.0,-4.0e-5,1.06572,1.06576,exponential_05,0.00674,10
10,0.64375,0.6425,-0.00125,-0.00198,1.06379,1.06576,exponential_01,0.36788,10
10,0.645,0.6425,-0.0025,-0.00518,1.06058,1.06576,no_penalty,1.0,10
10,0.63625,0.63625,0.0,-3.3e-4,1.06559,1.06591,hyperbolic,0.0625,15
10,0.63625,0.63625,0.0,-0.0,1.06591,1.06591,exponential_05,5.5e-4,15
10,0.63625,0.63625,0.0,-0.00115,1.06476,1.06591,exponential_01,0.22313,15
10,0.635,0.63625,0.00125,-0.00497,1.06095,1.06591,no_penalty,1.0,15
10,0.635,0.635,0.0,-2.5e-4,1.06032,1.06058,hyperbolic,0.04762,20
10,0.635,0.635,0.0,-0.0,1.06058,1.06058,exponential_05,5.0e-5,20
10,0.635,0.635,0.0,-7.2e-4,1.05986,1.06058,exponential_01,0.13534,20
10,0.64125,0.635,-0.00625,-0.00509,1.05548,1.06058,no_penalty,1.0,20
11,0.65,0.6525,0.0025,7.6e-4,1.0768,1.07604,hyperbolic,1.0,0
11,0.65,0.6525,0.0025,7.6e-4,1.0768,1.07604,exponential_05,1.0,0
11,0.65,0.6525,0.0025,7.6e-4,1.0768,1.07604,exponential_01,1.0,0
11,0.65,0.6525,0.0025,7.6e-4,1.0768,1.07604,no_penalty,1.0,0
11,0.6475,0.64375,-0.00375,0.0,1.07354,1.07354,hyperbolic,0.5,1
11,0.645,0.64375,-0.00125,3.0e-5,1.07357,1.07354,exponential_05,0.60653,1
11,0.64625,0.64375,-0.0025,1.8e-4,1.07372,1.07354,exponential_01,0.90484,1
11,0.645,0.64375,-0.00125,2.5e-4,1.07379,1.07354,no_penalty,1.0,1
11,0.645,0.64125,-0.00375,-1.5e-4,1.07232,1.07247,hyperbolic,0.33333,2
11,0.64625,0.64125,-0.005,-1.6e-4,1.07231,1.07247,exponential_05,0.36788,2
11,0.64875,0.64125,-0.0075,-1.7e-4,1.0723,1.07247,exponential_01,0.81873,2
11,0.64875,0.64125,-0.0075,-1.1e-4,1.07236,1.07247,no_penalty,1.0,2
11,0.6425,0.64125,-0.00125,-0.0002,1.07195,1.07215,hyperbolic,0.25,3
11,0.6425,0.64125,-0.00125,-1.8e-4,1.07197,1.07215,exponential_05,0.22313,3
11,0.645,0.64125,-0.00375,-4.3e-4,1.07172,1.07215,exponential_01,0.74082,3
11,0.645,0.64125,-0.00375,-4.6e-4,1.07169,1.07215,no_penalty,1.0,3
11,0.6375,0.6375,0.0,-2.4e-4,1.06935,1.06959,hyperbolic,0.16667,5
11,0.6375,0.6375,0.0,-1.2e-4,1.06947,1.06959,exponential_05,0.08208,5
11,0.63625,0.6375,0.00125,-7.7e-4,1.06882,1.06959,exponential_01,0.60653,5
11,0.64,0.6375,-0.0025,-0.0011,1.0685,1.06959,no_penalty,1.0,5
11,0.63875,0.63875,0.0,-2.5e-4,1.06805,1.0683,hyperbolic,0.11111,8
11,0.63875,0.63875,0.0,-4.0e-5,1.06825,1.0683,exponential_05,0.01832,8
11,0.63625,0.63875,0.0025,-9.4e-4,1.06735,1.0683,exponential_01,0.44933,8
11,0.6375,0.63875,0.00125,-0.00187,1.06643,1.0683,no_penalty,1.0,8
11,0.63375,0.63375,0.0,-2.7e-4,1.067,1.06727,hyperbolic,0.09091,10
11,0.63375,0.63375,0.0,-2.0e-5,1.06725,1.06727,exponential_05,0.00674,10
11,0.63375,0.63375,0.0,-0.00105,1.06623,1.06727,exponential_01,0.36788,10
11,0.63625,0.63375,-0.0025,-0.00258,1.06469,1.06727,no_penalty,1.0,10
11,0.63875,0.63875,0.0,-2.1e-4,1.05748,1.05769,hyperbolic,0.0625,15
11,0.63875,0.63875,0.0,-0.0,1.05769,1.05769,exponential_05,5.5e-4,15
11,0.64125,0.63875,-0.0025,-7.4e-4,1.05695,1.05769,exponential_01,0.22313,15
11,0.64,0.63875,-0.00125,-0.00304,1.05465,1.05769,no_penalty,1.0,15
11,0.645,0.645,0.0,-2.1e-4,1.05981,1.06002,hyperbolic,0.04762,20
11,0.645,0.645,0.0,-0.0,1.06002,1.06002,exponential_05,5.0e-5,20
11,0.645,0.645,0.0,-5.8e-4,1.05944,1.06002,exponential_01,0.13534,20
11,0.63875,0.645,0.00625,-0.00402,1.056,1.06002,no_penalty,1.0,20
12,0.64375,0.6525,0.00875,-0.0025,1.07354,1.07604,hyperbolic,1.0,0
12,0.64375,0.6525,0.00875,-0.0025,1.07354,1.07604,exponential_05,1.0,0
12,0.64375,0.6525,0.00875,-0.0025,1.07354,1.07604,exponential_01,1.0,0
12,0.64375,0.6525,0.00875,-0.0025,1.07354,1.07604,no_penalty,1.0,0
12,0.645,0.64875,0.00375,-0.00149,1.07404,1.07553,hyperbolic,0.5,1
12,0.64375,0.64875,0.005,-0.00177,1.07376,1.07553,exponential_05,0.60653,1
12,0.64125,0.64875,0.0075,-0.00249,1.07303,1.07553,exponential_01,0.90484,1
12,0.64125,0.64875,0.0075,-0.0027,1.07282,1.07553,no_penalty,1.0,1
12,0.6475,0.65125,0.00375,-0.00106,1.06975,1.07081,hyperbolic,0.33333,2
12,0.64625,0.65125,0.005,-0.00116,1.06964,1.07081,exponential_05,0.36788,2
12,0.64375,0.65125,0.0075,-0.00239,1.06842,1.07081,exponential_01,0.81873,2
12,0.645,0.65125,0.00625,-0.00282,1.06798,1.07081,no_penalty,1.0,2
12,0.65625,0.6525,-0.00375,-9.2e-4,1.07037,1.07129,hyperbolic,0.25,3
12,0.65625,0.6525,-0.00375,-8.3e-4,1.07047,1.07129,exponential_05,0.22313,3
12,0.65375,0.6525,-0.00125,-0.00253,1.06876,1.07129,exponential_01,0.74082,3
12,0.6525,0.6525,0.0,-0.00328,1.06801,1.07129,no_penalty,1.0,3
12,0.645,0.645,0.0,-6.8e-4,1.07124,1.07192,hyperbolic,0.16667,5
12,0.64625,0.645,-0.00125,-3.4e-4,1.07158,1.07192,exponential_05,0.08208,5
12,0.645,0.645,0.0,-0.00233,1.06958,1.07192,exponential_01,0.60653,5
12,0.64625,0.645,-0.00125,-0.00365,1.06827,1.07192,no_penalty,1.0,5
12,0.645,0.645,0.0,-4.7e-4,1.06634,1.06681,hyperbolic,0.11111,8
12,0.645,0.645,0.0,-8.0e-5,1.06673,1.06681,exponential_05,0.01832,8
12,0.64625,0.645,-0.00125,-0.00183,1.06498,1.06681,exponential_01,0.44933,8
12,0.65,0.645,-0.005,-0.00382,1.06299,1.06681,no_penalty,1.0,8
12,0.6525,0.65125,-0.00125,-4.2e-4,1.06264,1.06306,hyperbolic,0.09091,10
12,0.6525,0.65125,-0.00125,-3.0e-5,1.06303,1.06306,exponential_05,0.00674,10
12,0.6525,0.65125,-0.00125,-0.00166,1.06141,1.06306,exponential_01,0.36788,10
12,0.65125,0.65125,0.0,-0.00421,1.05885,1.06306,no_penalty,1.0,10
12,0.65625,0.65625,0.0,-3.6e-4,1.06506,1.06543,hyperbolic,0.0625,15
12,0.65625,0.65625,0.0,-0.0,1.06542,1.06543,exponential_05,5.5e-4,15
12,0.65625,0.65625,0.0,-0.00128,1.06414,1.06543,exponential_01,0.22313,15
12,0.655,0.65625,0.00125,-0.00542,1.06001,1.06543,no_penalty,1.0,15
12,0.645,0.64375,-0.00125,-0.0003,1.069,1.0693,hyperbolic,0.04762,20
12,0.64375,0.64375,0.0,-0.0,1.0693,1.0693,exponential_05,5.0e-5,20
12,0.645,0.64375,-0.00125,-8.6e-4,1.06844,1.0693,exponential_01,0.13534,20
12,0.6425,0.64375,0.00125,-0.00603,1.06327,1.0693,no_penalty,1.0,20
13,0.64875,0.6525,0.00375,-5.1e-4,1.07553,1.07604,hyperbolic,1.0,0
13,0.64875,0.6525,0.00375,-5.1e-4,1.07553,1.07604,exponential_05,1.0,0
13,0.64875,0.6525,0.00375,-5.1e-4,1.07553,1.07604,exponential_01,1.0,0
13,0.64875,0.6525,0.00375,-5.1e-4,1.07553,1.07604,no_penalty,1.0,0
13,0.64875,0.65,0.00125,-5.1e-4,1.07629,1.0768,hyperbolic,0.5,1
13,0.64875,0.65,0.00125,-5.9e-4,1.07621,1.0768,exponential_05,0.60653,1
13,0.64875,0.65,0.00125,-7.5e-4,1.07605,1.0768,exponential_01,0.90484,1
13,0.64625,0.65,0.00375,-7.8e-4,1.07602,1.0768,no_penalty,1.0,1
13,0.645,0.645,0.0,-4.2e-4,1.07314,1.07356,hyperbolic,0.33333,2
13,0.645,0.645,0.0,-4.5e-4,1.0731,1.07356,exponential_05,0.36788,2
13,0.64875,0.645,-0.00375,-8.4e-4,1.07272,1.07356,exponential_01,0.81873,2
13,0.6475,0.645,-0.0025,-9.4e-4,1.07261,1.07356,no_penalty,1.0,2
13,0.65,0.64875,-0.00125,-3.6e-4,1.06867,1.06903,hyperbolic,0.25,3
13,0.65,0.64875,-0.00125,-3.2e-4,1.06871,1.06903,exponential_05,0.22313,3
13,0.6525,0.64875,-0.00375,-0.0009,1.06813,1.06903,exponential_01,0.74082,3
13,0.6525,0.64875,-0.00375,-0.0011,1.06793,1.06903,no_penalty,1.0,3
13,0.65875,0.65875,0.0,-2.7e-4,1.06298,1.06325,hyperbolic,0.16667,5
13,0.65875,0.65875,0.0,-1.4e-4,1.06312,1.06325,exponential_05,0.08208,5
13,0.66,0.65875,-0.00125,-8.7e-4,1.06239,1.06325,exponential_01,0.60653,5
13,0.65875,0.65875,0.0,-0.00127,1.06199,1.06325,no_penalty,1.0,5
13,0.665,0.665,0.0,-2.2e-4,1.05412,1.05434,hyperbolic,0.11111,8
13,0.665,0.665,0.0,-4.0e-5,1.0543,1.05434,exponential_05,0.01832,8
13,0.665,0.665,0.0,-8.4e-4,1.0535,1.05434,exponential_01,0.44933,8
13,0.6625,0.665,0.0025,-0.00165,1.05269,1.05434,no_penalty,1.0,8
13,0.6575,0.6575,0.0,-2.2e-4,1.05577,1.05599,hyperbolic,0.09091,10
13,0.6575,0.6575,0.0,-2.0e-5,1.05597,1.05599,exponential_05,0.00674,10
13,0.6575,0.6575,0.0,-8.4e-4,1.05515,1.05599,exponential_01,0.36788,10
13,0.66,0.6575,-0.0025,-0.00207,1.05393,1.05599,no_penalty,1.0,10
13,0.65375,0.65375,0.0,-1.7e-4,1.052,1.05217,hyperbolic,0.0625,15
13,0.65375,0.65375,0.0,-0.0,1.05217,1.05217,exponential_05,5.5e-4,15
13,0.65375,0.65375,0.0,-0.0006,1.05157,1.05217,exponential_01,0.22313,15
13,0.65875,0.65375,-0.005,-0.00243,1.04973,1.05217,no_penalty,1.0,15
13,0.6575,0.66,0.0025,-1.5e-4,1.04476,1.0449,hyperbolic,0.04762,20
13,0.66,0.66,0.0,-0.0,1.0449,1.0449,exponential_05,5.0e-5,20
13,0.65875,0.66,0.00125,-4.1e-4,1.04449,1.0449,exponential_01,0.13534,20
13,0.6575,0.66,0.0025,-0.00278,1.04212,1.0449,no_penalty,1.0,20
14,0.64875,0.6525,0.00375,-0.00109,1.07495,1.07604,hyperbolic,1.0,0
14,0.64875,0.6525,0.00375,-0.00109,1.07495,1.07604,exponential_05,1.0,0
14,0.64875,0.6525,0.00375,-0.00109,1.07495,1.07604,exponential_01,1.0,0
14,0.64875,0.6525,0.00375,-0.00109,1.07495,1.07604,no_penalty,1.0,0
14,0.64375,0.64375,0.0,-6.3e-4,1.07291,1.07354,hyperbolic,0.5,1
14,0.64125,0.64375,0.0025,-7.4e-4,1.0728,1.07354,exponential_05,0.60653,1
14,0.64125,0.64375,0.0025,-0.001,1.07254,1.07354,exponential_01,0.90484,1
14,0.64125,0.64375,0.0025,-0.00107,1.07247,1.07354,no_penalty,1.0,1
14,0.64125,0.64125,0.0,-4.6e-4,1.07235,1.07281,hyperbolic,0.33333,2
14,0.64125,0.64125,0.0,-0.0005,1.07231,1.07281,exponential_05,0.36788,2
14,0.64,0.64125,0.00125,-9.8e-4,1.07183,1.07281,exponential_01,0.81873,2
14,0.6375,0.64125,0.00375,-0.00114,1.07167,1.07281,no_penalty,1.0,2
14,0.6375,0.6375,0.0,-3.7e-4,1.0726,1.07297,hyperbolic,0.25,3
14,0.6375,0.6375,0.0,-3.4e-4,1.07264,1.07297,exponential_05,0.22313,3
14,0.63875,0.6375,-0.00125,-9.8e-4,1.07199,1.07297,exponential_01,0.74082,3
14,0.6375,0.6375,0.0,-0.00123,1.07174,1.07297,no_penalty,1.0,3
14,0.63625,0.63625,0.0,-2.7e-4,1.07138,1.07166,hyperbolic,0.16667,5
14,0.63625,0.63625,0.0,-1.4e-4,1.07152,1.07166,exponential_05,0.08208,5
14,0.6375,0.63625,-0.00125,-0.0009,1.07076,1.07166,exponential_01,0.60653,5
14,0.63625,0.63625,0.0,-0.00134,1.07032,1.07166,no_penalty,1.0,5
14,0.64375,0.6425,-0.00125,-1.9e-4,1.06562,1.06581,hyperbolic,0.11111,8
14,0.6425,0.6425,0.0,-3.0e-5,1.06578,1.06581,exponential_05,0.01832,8
14,0.645,0.6425,-0.0025,-7.3e-4,1.06508,1.06581,exponential_01,0.44933,8
14,0.64375,0.6425,-0.00125,-0.00145,1.06435,1.06581,no_penalty,1.0,8
14,0.6375,0.6375,0.0,-1.9e-4,1.06542,1.06561,hyperbolic,0.09091,10
14,0.6375,0.6375,0.0,-1.0e-5,1.06559,1.06561,exponential_05,0.00674,10
14,0.64,0.6375,-0.0025,-7.3e-4,1.06487,1.06561,exponential_01,0.36788,10
14,0.64125,0.6375,-0.00375,-0.0018,1.06381,1.06561,no_penalty,1.0,10
14,0.64125,0.64125,0.0,-1.7e-4,1.05658,1.05674,hyperbolic,0.0625,15
14,0.64125,0.64125,0.0,-0.0,1.05674,1.05674,exponential_05,5.5e-4,15
14,0.6425,0.64125,-0.00125,-5.9e-4,1.05616,1.05674,exponential_01,0.22313,15
14,0.6425,0.64125,-0.00125,-0.0024,1.05434,1.05674,no_penalty,1.0,15
14,0.65375,0.65375,0.0,-1.4e-4,1.04724,1.04738,hyperbolic,0.04762,20
14,0.65375,0.65375,0.0,-0.0,1.04738,1.04738,exponential_05,5.0e-5,20
14,0.6525,0.65375,0.00125,-3.9e-4,1.04699,1.04738,exponential_01,0.13534,20
14,0.6525,0.65375,0.00125,-0.00264,1.04473,1.04738,no_penalty,1.0,20
15,0.65625,0.6525,-0.00375,-0.00454,1.0715,1.07604,hyperbolic,1.0,0
15,0.65625,0.6525,-0.00375,-0.00454,1.0715,1.07604,exponential_05,1.0,0
15,0.65625,0.6525,-0.00375,-0.00454,1.0715,1.07604,exponential_01,1.0,0
15,0.65625,0.6525,-0.00375,-0.00454,1.0715,1.07604,no_penalty,1.0,0
15,0.65,0.64875,-0.00125,-0.00245,1.07308,1.07553,hyperbolic,0.5,1
15,0.6475,0.64875,0.00125,-0.00295,1.07258,1.07553,exponential_05,0.60653,1
15,0.64875,0.64875,0.0,-0.0043,1.07122,1.07553,exponential_01,0.90484,1
15,0.65125,0.64875,-0.0025,-0.00472,1.07081,1.07553,no_penalty,1.0,1
15,0.6425,0.64125,-0.00125,-0.0017,1.07112,1.07282,hyperbolic,0.33333,2
15,0.6425,0.64125,-0.00125,-0.00187,1.07095,1.07282,exponential_05,0.36788,2
15,0.6425,0.64125,-0.00125,-0.00402,1.0688,1.07282,exponential_01,0.81873,2
15,0.645,0.64125,-0.00375,-0.00485,1.06797,1.07282,no_penalty,1.0,2
15,0.6475,0.645,-0.0025,-0.00125,1.07129,1.07254,hyperbolic,0.25,3
15,0.64625,0.645,-0.00125,-0.00111,1.07143,1.07254,exponential_05,0.22313,3
15,0.65,0.645,-0.005,-0.00357,1.06897,1.07254,exponential_01,0.74082,3
15,0.65375,0.645,-0.00875,-0.00472,1.06782,1.07254,no_penalty,1.0,3
15,0.64,0.64125,0.00125,-8.9e-4,1.07236,1.07325,hyperbolic,0.16667,5
15,0.64,0.64125,0.00125,-4.4e-4,1.07281,1.07325,exponential_05,0.08208,5
15,0.6425,0.64125,-0.00125,-0.00315,1.07009,1.07325,exponential_01,0.60653,5
15,0.645,0.64125,-0.00375,-0.00507,1.06818,1.07325,no_penalty,1.0,5
15,0.635,0.635,0.0,-6.2e-4,1.07124,1.07186,hyperbolic,0.11111,8
15,0.635,0.635,0.0,-0.0001,1.07175,1.07186,exponential_05,0.01832,8
15,0.64125,0.635,-0.00625,-0.00247,1.06939,1.07186,exponential_01,0.44933,8
15,0.6475,0.635,-0.0125,-0.00533,1.06652,1.07186,no_penalty,1.0,8
15,0.63625,0.635,-0.00125,-0.0005,1.06731,1.06781,hyperbolic,0.09091,10
15,0.635,0.635,0.0,-4.0e-5,1.06777,1.06781,exponential_05,0.00674,10
15,0.64125,0.635,-0.00625,-0.002,1.06581,1.06781,exponential_01,0.36788,10
15,0.6475,0.635,-0.0125,-0.00524,1.06257,1.06781,no_penalty,1.0,10
15,0.6375,0.63625,-0.00125,-3.6e-4,1.06592,1.06628,hyperbolic,0.0625,15
15,0.63625,0.63625,0.0,-0.0,1.06627,1.06628,exponential_05,5.5e-4,15
15,0.63875,0.63625,-0.0025,-0.00127,1.06501,1.06628,exponential_01,0.22313,15
15,0.6425,0.63625,-0.00625,-0.00548,1.06079,1.06628,no_penalty,1.0,15
15,0.6325,0.6325,0.0,-2.7e-4,1.06282,1.06309,hyperbolic,0.04762,20
15,0.6325,0.6325,0.0,-0.0,1.06309,1.06309,exponential_05,5.0e-5,20
15,0.6325,0.6325,0.0,-7.6e-4,1.06233,1.06309,exponential_01,0.13534,20
15,0.635,0.6325,-0.0025,-0.00541,1.05767,1.06309,no_penalty,1.0,20
16,0.65,0.6525,0.0025,7.6e-4,1.0768,1.07604,hyperbolic,1.0,0
16,0.65,0.6525,0.0025,7.6e-4,1.0768,1.07604,exponential_05,1.0,0
16,0.65,0.6525,0.0025,7.6e-4,1.0768,1.07604,exponential_01,1.0,0
16,0.65,0.6525,0.0025,7.6e-4,1.0768,1.07604,no_penalty,1.0,0
16,0.65,0.64875,-0.00125,6.0e-5,1.07501,1.07495,hyperbolic,0.5,1
16,0.65,0.64875,-0.00125,1.1e-4,1.07505,1.07495,exponential_05,0.60653,1
16,0.65,0.64875,-0.00125,0.0003,1.07524,1.07495,exponential_01,0.90484,1
16,0.65125,0.64875,-0.0025,3.7e-4,1.07532,1.07495,no_penalty,1.0,1
16,0.645,0.64125,-0.00375,-1.4e-4,1.07241,1.07255,hyperbolic,0.33333,2
16,0.64625,0.64125,-0.005,-1.5e-4,1.0724,1.07255,exponential_05,0.36788,2
16,0.64875,0.64125,-0.0075,-1.6e-4,1.0724,1.07255,exponential_01,0.81873,2
16,0.64875,0.64125,-0.0075,-0.0001,1.07245,1.07255,no_penalty,1.0,2
16,0.6425,0.64,-0.0025,-2.3e-4,1.07059,1.07082,hyperbolic,0.25,3
16,0.64125,0.64,-0.00125,-2.1e-4,1.07061,1.07082,exponential_05,0.22313,3
16,0.6425,0.64,-0.0025,-5.2e-4,1.0703,1.07082,exponential_01,0.74082,3
16,0.645,0.64,-0.005,-5.8e-4,1.07024,1.07082,no_penalty,1.0,3
16,0.645,0.645,0.0,-1.6e-4,1.06441,1.06457,hyperbolic,0.16667,5
16,0.64375,0.645,0.00125,-8.0e-5,1.06449,1.06457,exponential_05,0.08208,5
16,0.64625,0.645,-0.00125,-4.8e-4,1.06409,1.06457,exponential_01,0.60653,5
16,0.65,0.645,-0.005,-6.2e-4,1.06396,1.06457,no_penalty,1.0,5
16,0.65625,0.65625,0.0,-1.9e-4,1.05829,1.05848,hyperbolic,0.11111,8
16,0.65625,0.65625,0.0,-3.0e-5,1.05844,1.05848,exponential_05,0.01832,8
16,0.6575,0.65625,-0.00125,-0.0007,1.05778,1.05848,exponential_01,0.44933,8
16,0.655,0.65625,0.00125,-0.00133,1.05715,1.05848,no_penalty,1.0,8
16,0.66,0.66,0.0,-1.7e-4,1.05327,1.05344,hyperbolic,0.09091,10
16,0.66,0.66,0.0,-1.0e-5,1.05343,1.05344,exponential_05,0.00674,10
16,0.66125,0.66,-0.00125,-6.4e-4,1.0528,1.05344,exponential_01,0.36788,10
16,0.65875,0.66,0.00125,-0.00148,1.05196,1.05344,no_penalty,1.0,10
16,0.64375,0.64375,0.0,-1.9e-4,1.05275,1.05293,hyperbolic,0.0625,15
16,0.64375,0.64375,0.0,-0.0,1.05293,1.05293,exponential_05,5.5e-4,15
16,0.645,0.64375,-0.00125,-6.5e-4,1.05228,1.05293,exponential_01,0.22313,15
16,0.65375,0.64375,-0.01,-0.00265,1.05029,1.05293,no_penalty,1.0,15
16,0.64875,0.64875,0.0,-1.8e-4,1.04979,1.04997,hyperbolic,0.04762,20
16,0.64875,0.64875,0.0,-0.0,1.04997,1.04997,exponential_05,5.0e-5,20
16,0.64875,0.64875,0.0,-0.0005,1.04947,1.04997,exponential_01,0.13534,20
16,0.64625,0.64875,0.0025,-0.00345,1.04652,1.04997,no_penalty,1.0,20
17,0.64375,0.6525,0.00875,-0.0025,1.07354,1.07604,hyperbolic,1.0,0
17,0.64375,0.6525,0.00875,-0.0025,1.07354,1.07604,exponential_05,1.0,0
17,0.64375,0.6525,0.00875,-0.0025,1.07354,1.07604,exponential_01,1.0,0
17,0.64375,0.6525,0.00875,-0.0025,1.07354,1.07604,no_penalty,1.0,0
17,0.65,0.65625,0.00625,-0.00147,1.07003,1.0715,hyperbolic,0.5,1
17,0.65,0.65625,0.00625,-0.00174,1.06975,1.0715,exponential_05,0.60653,1
17,0.6475,0.65625,0.00875,-0.00245,1.06904,1.0715,exponential_01,0.90484,1
17,0.6475,0.65625,0.00875,-0.00266,1.06884,1.0715,no_penalty,1.0,1
17,0.64875,0.65125,0.0025,-0.00106,1.06968,1.07074,hyperbolic,0.33333,2
17,0.6475,0.65125,0.00375,-0.00116,1.06957,1.07074,exponential_05,0.36788,2
17,0.64375,0.65125,0.0075,-0.00239,1.06834,1.07074,exponential_01,0.81873,2
17,0.645,0.65125,0.00625,-0.00283,1.06791,1.07074,no_penalty,1.0,2
17,0.65625,0.6525,-0.00375,-9.2e-4,1.0703,1.07123,hyperbolic,0.25,3
17,0.65625,0.6525,-0.00375,-8.3e-4,1.0704,1.07123,exponential_05,0.22313,3
17,0.65375,0.6525,-0.00125,-0.00254,1.06869,1.07123,exponential_01,0.74082,3
17,0.65375,0.6525,-0.00125,-0.00329,1.06794,1.07123,no_penalty,1.0,3
17,0.655,0.655,0.0,-6.3e-4,1.06488,1.0655,hyperbolic,0.16667,5
17,0.655,0.655,0.0,-3.1e-4,1.06519,1.0655,exponential_05,0.08208,5
17,0.655,0.655,0.0,-0.00215,1.06335,1.0655,exponential_01,0.60653,5
17,0.65875,0.655,-0.00375,-0.00335,1.06216,1.0655,no_penalty,1.0,5
17,0.6575,0.6575,0.0,-4.7e-4,1.0637,1.06417,hyperbolic,0.11111,8
17,0.6575,0.6575,0.0,-8.0e-5,1.06409,1.06417,exponential_05,0.01832,8
17,0.655,0.6575,0.0025,-0.00183,1.06234,1.06417,exponential_01,0.44933,8
17,0.65625,0.6575,0.00125,-0.0038,1.06037,1.06417,no_penalty,1.0,8
17,0.6575,0.65875,0.00125,-4.3e-4,1.06148,1.0619,hyperbolic,0.09091,10
17,0.65875,0.65875,0.0,-3.0e-5,1.06187,1.0619,exponential_05,0.00674,10
17,0.65625,0.65875,0.0025,-0.00168,1.06022,1.0619,exponential_01,0.36788,10
