version,round,loss,accuracy,repetition
97,97,1.05558,0.63625,7
98,98,1.05397,0.63625,7
99,99,1.05281,0.6375,7
100,100,1.05207,0.63875,7
101,101,1.056,0.64125,7
102,102,1.05754,0.64,7
103,103,1.05708,0.63875,7
104,104,1.06096,0.63625,7
105,105,1.054,0.63875,7
106,106,1.04746,0.64125,7
107,107,1.05165,0.6375,7
108,108,1.0562,0.635,7
109,109,1.05743,0.6375,7
110,110,1.05123,0.63375,7
111,111,1.04658,0.635,7
112,112,1.04578,0.64,7
113,113,1.04529,0.64125,7
114,114,1.03939,0.64,7
115,115,1.04062,0.64,7
116,116,1.042,0.63875,7
117,117,1.04166,0.6375,7
118,118,1.03695,0.6425,7
119,119,1.03262,0.64375,7
120,120,1.02867,0.645,7
121,121,1.02993,0.64625,7
122,122,1.02944,0.645,7
123,123,1.02423,0.645,7
124,124,1.02047,0.645,7
125,125,1.02176,0.645,7
126,126,1.01691,0.645,7
127,127,1.01234,0.64375,7
128,128,1.01175,0.6475,7
129,129,1.01313,0.6475,7
130,130,1.01278,0.6425,7
131,131,1.00846,0.64625,7
132,132,1.00994,0.64625,7
133,133,1.00972,0.6425,7
134,134,1.01131,0.6425,7
135,135,1.01304,0.64125,7
136,136,1.00892,0.6425,7
137,137,1.00508,0.64,7
138,138,1.00149,0.645,7
139,139,1.00321,0.6425,7
140,140,1.00545,0.64125,7
141,141,1.00517,0.63875,7
142,142,1.00165,0.6425,7
143,143,0.9985,0.64375,7
144,144,0.99825,0.6425,7
145,145,0.99506,0.6425,7
146,146,0.9921,0.64125,7
147,147,0.98942,0.64,7
148,148,0.99155,0.64375,7
149,149,0.9912,0.64375,7
150,150,0.99104,0.645,7
1,1,3.97337,0.26125,8
2,2,4.28051,0.35125,8
3,3,2.88418,0.4375,8
4,4,2.15788,0.425,8
5,5,1.63435,0.46125,8
6,6,1.7,0.45625,8
7,7,1.59174,0.45375,8
8,8,1.49616,0.4825,8
9,9,1.52301,0.48,8
10,10,1.48243,0.50625,8
11,11,1.4704,0.51875,8
12,12,1.43643,0.5075,8
13,13,1.41442,0.51625,8
14,14,1.4194,0.5225,8
15,15,1.41879,0.52875,8
16,16,1.43511,0.53375,8
17,17,1.46403,0.515,8
18,18,1.50202,0.49875,8
19,19,1.4495,0.51625,8
20,20,1.43507,0.525,8
21,21,1.43473,0.5325,8
22,22,1.46145,0.52125,8
23,23,1.43349,0.54625,8
24,24,1.43776,0.5475,8
25,25,1.38534,0.56625,8
26,26,1.40738,0.5575,8
27,27,1.38707,0.5675,8
28,28,1.3919,0.57375,8
29,29,1.35776,0.57875,8
30,30,1.36428,0.58125,8
31,31,1.35149,0.59125,8
32,32,1.36121,0.5975,8
33,33,1.32238,0.59875,8
34,34,1.33316,0.60125,8
35,35,1.34159,0.59375,8
36,36,1.33234,0.60125,8
37,37,1.34287,0.6075,8
38,38,1.32197,0.615,8
39,39,1.32954,0.6,8
40,40,1.30592,0.605,8
41,41,1.29714,0.61,8
42,42,1.30539,0.61625,8
43,43,1.28512,0.61625,8
44,44,1.27834,0.6225,8
45,45,1.28536,0.61875,8
46,46,1.29256,0.6225,8
47,47,1.30083,0.62375,8
48,48,1.29466,0.63,8
49,49,1.26765,0.63125,8
50,50,1.27617,0.62875,8
51,51,1.2582,0.63625,8
52,52,1.25391,0.6375,8
53,53,1.24057,0.64,8
54,54,1.21854,0.6375,8
55,55,1.22281,0.63875,8
56,56,1.21302,0.635,8
57,57,1.20922,0.635,8
58,58,1.2149,0.64,8
59,59,1.20592,0.63875,8
60,60,1.21034,0.635,8
61,61,1.20307,0.63125,8
62,62,1.18481,0.63,8
63,63,1.17868,0.6275,8
64,64,1.18266,0.63125,8
65,65,1.1663,0.63375,8
66,66,1.16292,0.6375,8
67,67,1.14837,0.64,8
68,68,1.15209,0.63625,8
69,69,1.1469,0.63375,8
70,70,1.13374,0.64,8
71,71,1.13783,0.63375,8
72,72,1.12579,0.63125,8
73,73,1.12273,0.63625,8
74,74,1.12039,0.64,8
75,75,1.1161,0.64125,8
76,76,1.11814,0.64,8
77,77,1.10755,0.64375,8
78,78,1.10316,0.64125,8
79,79,1.10516,0.6425,8
80,80,1.10838,0.64375,8
81,81,1.10454,0.63875,8
82,82,1.10646,0.64125,8
83,83,1.10882,0.6425,8
84,84,1.09854,0.6425,8
85,85,1.09627,0.645,8
86,86,1.09915,0.64875,8
87,87,1.08981,0.6475,8
88,88,1.09286,0.6425,8
89,89,1.0908,0.6475,8
90,90,1.08702,0.64375,8
91,91,1.09028,0.63625,8
92,92,1.0816,0.64,8
93,93,1.07972,0.64375,8
94,94,1.07206,0.63875,8
95,95,1.0751,0.64,8
96,96,1.07351,0.63875,8
97,97,1.06653,0.64,8
98,98,1.06762,0.64375,8
99,99,1.06903,0.64625,8
100,100,1.07177,0.645,8
101,101,1.07488,0.64375,8
102,102,1.07825,0.635,8
103,103,1.07466,0.6375,8
104,104,1.07829,0.6375,8
105,105,1.08217,0.63375,8
106,106,1.07472,0.63375,8
107,107,1.07265,0.635,8
108,108,1.07644,0.63125,8
109,109,1.0745,0.6325,8
110,110,1.07839,0.6325,8
111,111,1.07516,0.63375,8
112,112,1.07333,0.63375,8
113,113,1.07377,0.63625,8
114,114,1.06689,0.63875,8
115,115,1.06049,0.6375,8
116,116,1.05759,0.6375,8
117,117,1.0517,0.63625,8
118,118,1.05026,0.63875,8
119,119,1.05066,0.6425,8
120,120,1.0513,0.64375,8
121,121,1.05217,0.645,8
122,122,1.04921,0.64625,8
123,123,1.04794,0.64875,8
124,124,1.05074,0.6425,8
125,125,1.0537,0.645,8
126,126,1.0479,0.6425,8
127,127,1.04257,0.64125,8
128,128,1.04136,0.6475,8
129,129,1.04033,0.65,8
130,130,1.03756,0.65,8
131,131,1.03508,0.6475,8
132,132,1.03555,0.64875,8
133,133,1.03461,0.6525,8
134,134,1.03711,0.64875,8
135,135,1.03214,0.65125,8
136,136,1.02985,0.6475,8
137,137,1.03244,0.64625,8
138,138,1.03145,0.6475,8
139,139,1.02671,0.64875,8
140,140,1.02592,0.65,8
141,141,1.02529,0.6475,8
142,142,1.02105,0.64875,8
143,143,1.02329,0.64625,8
144,144,1.02099,0.64625,8
145,145,1.02039,0.6475,8
146,146,1.01639,0.64625,8
147,147,1.01595,0.64625,8
148,148,1.01605,0.64875,8
149,149,1.01234,0.65,8
150,150,1.01432,0.6475,8
1,1,7.22663,0.21875,9
2,2,2.25748,0.39,9
3,3,2.5092,0.3425,9
4,4,1.97221,0.38875,9
5,5,1.73407,0.4325,9
6,6,1.83917,0.3875,9
7,7,1.63453,0.42875,9
8,8,1.55035,0.49625,9
9,9,1.52093,0.4875,9
10,10,1.47715,0.50375,9
11,11,1.52789,0.4575,9
12,12,1.51982,0.44625,9
13,13,1.44046,0.48375,9
14,14,1.49159,0.47625,9
15,15,1.41891,0.50125,9
16,16,1.36594,0.53625,9
17,17,1.36984,0.5225,9
18,18,1.32631,0.55375,9
19,19,1.29143,0.58125,9
20,20,1.29978,0.56,9
21,21,1.24882,0.5675,9
22,22,1.22195,0.57875,9
23,23,1.25039,0.56625,9
24,24,1.23005,0.5775,9
25,25,1.18981,0.5875,9
26,26,1.21564,0.5775,9
27,27,1.24452,0.5625,9
28,28,1.22768,0.56875,9
29,29,1.25718,0.56375,9
30,30,1.21532,0.58,9
31,31,1.18839,0.59625,9
32,32,1.16241,0.61,9
33,33,1.14564,0.61125,9
34,34,1.13192,0.61375,9
35,35,1.12121,0.63,9
36,36,1.13843,0.61875,9
37,37,1.15721,0.605,9
38,38,1.13674,0.62125,9
39,39,1.1253,0.61125,9
40,40,1.14367,0.6075,9
41,41,1.12607,0.6175,9
42,42,1.11721,0.6075,9
43,43,1.13498,0.6025,9
44,44,1.12783,0.605,9
45,45,1.11368,0.60875,9
46,46,1.10878,0.615,9
47,47,1.10309,0.6125,9
48,48,1.09208,0.61875,9
49,49,1.07572,0.625,9
50,50,1.06223,0.62875,9
51,51,1.07562,0.6225,9
52,52,1.07163,0.62125,9
53,53,1.06176,0.63625,9
54,54,1.05356,0.64875,9
55,55,1.04879,0.64375,9
56,56,1.06108,0.64,9
57,57,1.07384,0.63625,9
58,58,1.06966,0.6325,9
59,59,1.08245,0.6275,9
60,60,1.07437,0.635,9
61,61,1.07095,0.63125,9
62,62,1.05652,0.64125,9
63,63,1.05286,0.6375,9
64,64,1.04641,0.645,9
65,65,1.0435,0.64375,9
66,66,1.0313,0.6475,9
67,67,1.02845,0.65125,9
68,68,1.02303,0.6525,9
69,69,1.01851,0.6575,9
70,70,1.01509,0.6575,9
71,71,1.00443,0.66875,9
72,72,0.99505,0.66625,9
73,73,0.99223,0.66875,9
74,74,0.98958,0.66875,9
75,75,0.98696,0.675,9
76,76,0.98527,0.67125,9
77,77,0.98283,0.67,9
78,78,0.98183,0.66875,9
79,79,0.98149,0.66875,9
80,80,0.97239,0.67,9
81,81,0.97011,0.6625,9
82,82,0.96757,0.67375,9
83,83,0.96751,0.6725,9
84,84,0.96553,0.665,9
85,85,0.96591,0.66625,9
86,86,0.95722,0.66875,9
87,87,0.95504,0.6775,9
88,88,0.95347,0.68125,9
89,89,0.94576,0.6925,9
90,90,0.94379,0.69,9
91,91,0.93714,0.69,9
92,92,0.93545,0.685,9
93,93,0.93422,0.68,9
94,94,0.93284,0.6825,9
95,95,0.9318,0.68125,9
96,96,0.93064,0.6825,9
97,97,0.92426,0.6875,9
98,98,0.9234,0.68125,9
99,99,0.92287,0.67875,9
100,100,0.91668,0.68125,9
101,101,0.92081,0.6775,9
102,102,0.91966,0.67875,9
103,103,0.91398,0.69,9
104,104,0.90896,0.68875,9
105,105,0.90825,0.6825,9
106,106,0.90377,0.69,9
107,107,0.9027,0.69375,9
108,108,0.90191,0.6925,9
109,109,0.90147,0.7,9
110,110,0.90135,0.69625,9
111,111,0.89986,0.69875,9
112,112,0.89572,0.6975,9
113,113,0.8988,0.695,9
114,114,0.89472,0.69625,9
115,115,0.89371,0.6975,9
116,116,0.89681,0.69625,9
117,117,0.89596,0.69125,9
118,118,0.8992,0.69,9
119,119,0.8989,0.695,9
120,120,0.89509,0.6975,9
121,121,0.8943,0.6925,9
122,122,0.89072,0.69625,9
123,123,0.89032,0.6975,9
124,124,0.89018,0.69875,9
125,125,0.89304,0.6975,9
126,126,0.89229,0.6975,9
127,127,0.89226,0.69625,9
128,128,0.89515,0.695,9
129,129,0.89137,0.7,9
130,130,0.88971,0.695,9
131,131,0.88648,0.69625,9
132,132,0.88509,0.69875,9
133,133,0.8821,0.69875,9
134,134,0.87925,0.705,9
135,135,0.87677,0.705,9
136,136,0.87576,0.70625,9
137,137,0.87837,0.705,9
138,138,0.87792,0.70375,9
139,139,0.8806,0.705,9
140,140,0.87973,0.70375,9
141,141,0.87941,0.70125,9
142,142,0.87673,0.70375,9
143,143,0.87936,0.705,9
144,144,0.87683,0.70875,9
145,145,0.87467,0.70875,9
146,146,0.87372,0.70875,9
147,147,0.87221,0.71,9
148,148,0.87176,0.7075,9
149,149,0.87156,0.7075,9
150,150,0.87028,0.7075,9
1,1,3.63332,0.275,10
2,2,2.44767,0.38875,10
3,3,2.81646,0.34375,10
4,4,2.52692,0.4175,10
5,5,2.52217,0.4425,10
6,6,2.11947,0.46,10
7,7,1.9866,0.4825,10
8,8,2.01356,0.51625,10
9,9,1.90956,0.51375,10
10,10,1.96048,0.5025,10
11,11,2.01715,0.48875,10
12,12,1.98391,0.48,10
13,13,1.97546,0.4725,10
14,14,2.01768,0.4725,10
15,15,1.86939,0.48,10
16,16,1.87556,0.47625,10
17,17,1.7954,0.4875,10
18,18,1.76649,0.505,10
19,19,1.67657,0.51125,10
20,20,1.62854,0.5125,10
21,21,1.59007,0.51625,10
22,22,1.59756,0.51125,10
23,23,1.567,0.52125,10
24,24,1.54493,0.5375,10
25,25,1.48816,0.53875,10
26,26,1.49647,0.5375,10
27,27,1.5074,0.53375,10
28,28,1.45991,0.53375,10
29,29,1.44372,0.54375,10
30,30,1.43469,0.55125,10
31,31,1.42411,0.5525,10
32,32,1.41789,0.55875,10
33,33,1.42274,0.5575,10
34,34,1.42412,0.5575,10
35,35,1.38702,0.5575,10
36,36,1.35425,0.5575,10
37,37,1.32491,0.55625,10
38,38,1.31931,0.56375,10
39,39,1.31676,0.56375,10
40,40,1.31832,0.5625,10
41,41,1.31663,0.5625,10
42,42,1.31301,0.56375,10
43,43,1.28849,0.56625,10
44,44,1.28677,0.5675,10
45,45,1.26451,0.57,10
46,46,1.26518,0.57125,10
47,47,1.26387,0.5725,10
48,48,1.26107,0.575,10
49,49,1.25901,0.57875,10
50,50,1.25754,0.58,10
51,51,1.25596,0.58,10
52,52,1.25417,0.5775,10
53,53,1.25543,0.58125,10
54,54,1.23596,0.5925,10
55,55,1.23468,0.58875,10
56,56,1.23406,0.5925,10
57,57,1.23202,0.59625,10
58,58,1.23422,0.595,10
59,59,1.23201,0.5925,10
60,60,1.21476,0.59625,10
61,61,1.19922,0.60375,10
62,62,1.19612,0.59875,10
63,63,1.19442,0.595,10
64,64,1.19353,0.5975,10
65,65,1.19184,0.595,10
66,66,1.17726,0.59875,10
67,67,1.17705,0.59875,10
68,68,1.17757,0.59875,10
69,69,1.17614,0.60375,10
70,70,1.163,0.6075,10
71,71,1.16119,0.60625,10
72,72,1.16142,0.59875,10
73,73,1.16257,0.60125,10
74,74,1.16124,0.605,10
75,75,1.1617,0.60375,10
76,76,1.16049,0.61125,10
77,77,1.14825,0.61625,10
78,78,1.14746,0.61875,10
79,79,1.1494,0.62,10
80,80,1.14892,0.62125,10
81,81,1.13794,0.625,10
82,82,1.12783,0.62875,10
83,83,1.11864,0.635,10
84,84,1.1212,0.63125,10
85,85,1.11933,0.63,10
86,86,1.11903,0.63,10
87,87,1.11655,0.62875,10
88,88,1.11903,0.62625,10
89,89,1.11856,0.62875,10
90,90,1.11829,0.625,10
91,91,1.11809,0.62375,10
92,92,1.11569,0.625,10
93,93,1.10688,0.6325,10
94,94,1.10661,0.63375,10
95,95,1.10653,0.63,10
96,96,1.10631,0.63,10
97,97,1.1088,0.62875,10
98,98,1.10637,0.63,10
99,99,1.109,0.62875,10
100,100,1.10073,0.6325,10
101,101,1.10068,0.63125,10
102,102,1.10356,0.63125,10
103,103,1.10371,0.63,10
104,104,1.10123,0.62875,10
105,105,1.10408,0.6275,10
106,106,1.10175,0.6275,10
107,107,1.10217,0.63,10
108,108,1.10173,0.63125,10
109,109,1.09973,0.62875,10
110,110,1.09937,0.63,10
111,111,1.10199,0.63125,10
112,112,1.10491,0.62875,10
113,113,1.10483,0.6275,10
114,114,1.1051,0.62625,10
115,115,1.10289,0.62875,10
116,116,1.10586,0.6275,10
117,117,1.10913,0.62625,10
118,118,1.10885,0.6275,10
119,119,1.10076,0.6325,10
120,120,1.10059,0.63375,10
121,121,1.10048,0.6325,10
122,122,1.10046,0.6275,10
123,123,1.10061,0.63,10
124,124,1.09314,0.6325,10
125,125,1.09344,0.635,10
126,126,1.09679,0.6325,10
127,127,1.09613,0.63125,10
128,128,1.0996,0.62875,10
129,129,1.09991,0.63,10
130,130,1.10031,0.63375,10
131,131,1.09324,0.63625,10
132,132,1.09379,0.635,10
133,133,1.09447,0.63375,10
134,134,1.09357,0.63625,10
135,135,1.09427,0.63625,10
136,136,1.09508,0.635,10
137,137,1.09424,0.63875,10
138,138,1.08752,0.64,10
139,139,1.08691,0.64,10
140,140,1.08654,0.64,10
141,141,1.08713,0.64,10
142,142,1.08692,0.64,10
143,143,1.08402,0.64125,10
144,144,1.08131,0.64125,10
145,145,1.07884,0.64125,10
146,146,1.07939,0.64375,10
147,147,1.08002,0.6425,10
148,148,1.0737,0.645,10
149,149,1.07362,0.64375,10
150,150,1.07609,0.6425,10
